Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA","1,37,750",No,fixed,,EE,AGRA,"7,080",EE,AGRA,No,26-May-2026 04:50 PM,11-Mar-2026 10:00 AM,23-Feb-2026 03:30 PM,10-Mar-2026 05:00 PM,NA ,NA ,23-Feb-2026 03:30 PM,10-Mar-2026 05:00 PM,13-Mar-2026 04:50 PM,"CONSTRUCTION OF BALANCE WORK OF RURAL STADIUM AT KIRAOLI, DISTRICT-AGRA (U.P.)","CONSTRUCTION OF BALANCE WORK OF RURAL STADIUM AT KIRAOLI, DISTRICT-AGRA (U.P.)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,"KIRAOLI, AGRA",283122.0,NA ,NA ,NA ,AGRA,No ,No,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,263/SE/E-TENDER/2025-26,2026_UPRNS_1119484_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,BG - Bank Guarantee,AOC,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,13-Mar-2026 03:58 PM,finsummary_2081682.pdf (296.15 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,12-Mar-2026 05:35 PM,technical_2081682.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,12-Mar-2026 05:37 PM,13-Mar-2026 10:00 AM,techsummary_2081682.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,13-Mar-2026 03:54 PM,finance_2081682.pdf,BOQ Comparative Chart,1.0,5955968.0,Sapna Associates,INR,"6,879,114",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1119484_1,263/SE/E-TENDER/2025-26,"CONSTRUCTION OF BALANCE WORK OF RURAL STADIUM AT KIRAOLI, DISTRICT-AGRA (U.P.)",1,5957088,M/s B.N. GOEL AND COMPANY,10-Mar-2026 04:23 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,13-Mar-2026 03:58 PM,17-Mar-2026,"INR 6,879,114",180.0,NAGENDRA YADAV,02-Apr-2026 01:19 PM,263.pdf (93.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,AOC
2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5957254,M.S. Construction,08-Mar-2026 08:24 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,13-Mar-2026 03:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5955968,Sapna Associates,07-Mar-2026 08:46 PM,Accepted-AOC,QUOTED AMOUNT LOWER THEN OTHER BIDER,02-Apr-2026 01:19 PM,,,,,,,,AOC
