S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,"40,400",No,fixed,,Nil,Nil,"2,384",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",2026_REDUP_1119239_43,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Gram Panchayat Newasi ke Baishanpurwa me Yadavpur Matehiya sampark marg se Vaishanpurwa Vidyalaya hote huye Newasi sampark marg tak kharanja nirman karya-Shivpur_43,Gram Panchayat Newasi ke Baishanpurwa me Yadavpur Matehiya sampark marg se Vaishanpurwa Vidyalaya hote huye Newasi sampark marg tak kharanja nirman karya-Shivpur_43,Please refer Tender documents. ,NA ,"20,18,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,24-Feb-2026 12:00 PM,10-Mar-2026 12:30 PM,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,NA ,NA ,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,17-Mar-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical bid document,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",AOC,1,5951286,MAHADEV TRADERS,08-Mar-2026 04:08 PM,Accepted-AOC,a,13-Apr-2026 06:07 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1119239_43,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",Gram Panchayat Newasi ke Baishanpurwa me Yadavpur Matehiya sampark marg se Vaishanpurwa Vidyalaya hote huye Newasi sampark marg tak kharanja nirman karya-Shivpur_43,1.0,5951286.0,MAHADEV TRADERS,INR,"2,378,457.45",Finance,Financial bid open,Sujit Kumar Sinha,18-Mar-2026 12:58 AM,finance_2081656.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,18-Mar-2026 02:46 PM,finsummary_2081656.pdf (396.87 KB),Technical,Technical bid open,Sujit Kumar Sinha,10-Mar-2026 02:27 PM,technical_2081656.pdf,04-Apr-2026,"INR 2,378,457.45",180.0,Sujit Kumar Sinha,13-Apr-2026 06:07 PM,Document2.pdf (26.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,16-Mar-2026 05:05 PM,17-Mar-2026 12:00 PM,techsummary_2081656.pdf (428.20 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC,2,5951177,Smt. Vandana Singh,09-Mar-2026 12:47 PM,Rejected-Finance,High,18-Mar-2026 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
