S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,Tender Revocation,Unavoidable reasons tender is Revocation,24-Mar-2026 04:23 PM,43043.pdf ,407.1,Technical Opening,1,5957798,AGGARWAL TRADING COMPANY,09-Mar-2026 12:56 PM,Rejected-AOC,Thirst Lowest,30-Apr-2026 02:41 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1119442_1,43/PCL/GM/Zone-6/Noida/2025-26 Dt. 23.02.2026,Construction of Government Degree College in Village Jarcha Tehsil Dadri District Gautam Budh Nagar,1.0,5951236.0,N K GUPTA,INR,"124,748,609",17-Apr-2026,"INR 124,748,609",540.0,Karmendra Kumar Agrawal,30-Apr-2026 02:41 PM,DOSJarchaFinal.pdf (570.00 KB),"Rs. 14,72,03,358.00 including GST",General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,24-Mar-2026 04:37 PM,24-Mar-2026 04:40 PM,techsummary_2081593.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. Out of them M/s N K GUPTA Bid is First Lowest of amount Rupees 124748609.581,Karmendra Kumar Agrawal,25-Mar-2026 07:30 PM,finance_2081593.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,25-Mar-2026 07:33 PM,finsummary_2081593.pdf (431.49 KB),Technical,Three Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,24-Mar-2026 04:35 PM,technical_2081593.pdf,AOC,1.0,SBI Bank,"17,700",Nil,Nil,No,23-Feb-2026 03:00 PM,09-Mar-2026 03:00 PM,23-Feb-2026 03:00 PM,09-Mar-2026 02:00 PM,NA ,NA ,23-Feb-2026 03:00 PM,09-Mar-2026 02:00 PM,24-Mar-2026 04:40 PM,Construction of Government Degree College in Village Jarcha Tehsil Dadri District Gautam Budh Nagar,Construction of Government Degree College in Village Jarcha Tehsil Dadri District Gautam Budh Nagar,Please refer Tender documents. ,NA ,"14,79,13,000",Civil Works,NA ,Tender,90.0,540.0,Village Jarcha Tehsil Dadri District Gautam Budh N,203207.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,43/PCL/GM/Zone-6/Noida/2025-26 Dt. 23.02.2026,2026_UPPRC_1119442_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"29,59,000",No,fixed,,Nil,Nil,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar",AOC
,,,,,,,2,5951236,N K GUPTA,09-Mar-2026 11:34 AM,Accepted-AOC,First Lowest,30-Apr-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,AOC
,,,,,,,3,5957881,TECHNOCRAT CONSTRUCTIONS,09-Mar-2026 01:28 PM,Rejected-AOC,Second Lowest,30-Apr-2026 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
