S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,DD - Demand Draft,500.0,Commissioner,Lucknow,Yes,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,DATE EXTEND,Date,,"19,880",No,fixed,,BDO HANUMANGANJ,HANUMANGANJ,kaayaakalp yojana antargat sobeebaandh pokhare par uttar evan pashchim taraph ghaat nirmaan kaary,kaayaakalp yojana antargat sobeebaandh pokhare par uttar evan pashchim taraph ghaat nirmaan kaary,REFER NIT DOC ,NA ,"9,94,000",Civil Works,NA ,Tender,90.0,90.0,KP HANUMANGANJ,277001.0,NA ,NA ,NA ,BDO OFFICE HANUMANGANJ,No ,No,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,16 Date 06-04-2026 Lot No - 3,2026_RDUP_1134799_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,09-Apr-2026 11:00 AM,29-Apr-2026 04:00 PM,09-Apr-2026 11:00 AM,28-Apr-2026 03:00 PM,NA ,NA ,09-Apr-2026 11:00 AM,28-Apr-2026 03:00 PM,30-Apr-2026 05:50 PM,BDO HANUMANGANJ,BDO OFFICE HANUMANGANJ,AOC,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,2026_RDUP_1134799_1,16 Date 06-04-2026 Lot No - 3,kaayaakalp yojana antargat sobeebaandh pokhare par uttar evan pashchim taraph ghaat nirmaan kaary,Technical,Bid Opening Summary,SURYA PRAKASH,30-Apr-2026 05:36 PM,,"SURYA PRAKASH, BDO MITHILESH KUMAR GOND, JE RED VIJAY SHANKAR SINGH, In-charge Assistant Development Officer (Panchayat), VINOD KUMAR, ACCOUNTANT",Internal,"SURYA PRAKASH, BDO MITHILESH KUMAR GOND, JE RED VIJAY SHANKAR SINGH, In-charge Assistant Development Officer (Panchayat), VINOD KUMAR, ACCOUNTANT",SURYA PRAKASH,30-Apr-2026 06:58 PM,finsummary_2118503.pdf (461.19 KB),1.0,6073030.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"993,105.4",1.0,6073250.0,DIWAN YADAV,27-Apr-2026 07:52 PM,Rejected-AOC,L2,30-Apr-2026 07:05 PM,30-Apr-2026,"INR 993,105.4",90.0,SURYA PRAKASH,30-Apr-2026 07:05 PM,3.pdf (58.00 KB),AOC,"SURYA PRAKASH, BDO MITHILESH KUMAR GOND, JE RED VIJAY SHANKAR SINGH, In-charge Assistant Development Officer (Panchayat), VINOD KUMAR, ACCOUNTANT",Internal,"SURYA PRAKASH, BDO MITHILESH KUMAR GOND, JE RED VIJAY SHANKAR SINGH, In-charge Assistant Development Officer (Panchayat), VINOD KUMAR, ACCOUNTANT",SURYA PRAKASH,30-Apr-2026 05:45 PM,30-Apr-2026 05:50 PM,techsummary_2118503.pdf (461.19 KB),Finance,Bid Opening Summary,SURYA PRAKASH,30-Apr-2026 05:57 PM,,BOQ Comparative Chart,AOC
2,BC - Bankers Cheque,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6073030.0,RUDRA CONSTRUCTION & SUPPLIERS,27-Apr-2026 06:19 PM,Accepted-AOC,L1,30-Apr-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6073064.0,SRI ABHAY NARAYAN YADAV,27-Apr-2026 06:45 PM,Rejected-AOC,L3,30-Apr-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
