Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
02-Apr-2026,"INR 24,700,000",180.0,Vijay Kumar,28-Apr-2026 12:27 PM,T24Aoc.pdf (582.00 KB),AOC,1.0,5820480.0,PRASHANT OFFSHORE,INR,"24,700,000",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,2026_UPIDM_1105010_1,24/SE/IWC1K/2025-26,Under Water Replacement of Upper Emergency sluice gate and T-guide of Dam at Matatila Dam in District Lalitpur,1,5815993,Dynasoure Concrete Treatment Pvt Ltd,27-Jan-2026 06:29 PM,Rejected-Finance,2nd lowest,25-Mar-2026 11:35 AM,Technical,All Bidder successfully Admitted,Vijay Kumar,17-Feb-2026 11:54 AM,,SE,Internal,,Vijay Kumar,25-Mar-2026 11:35 AM,finsummary_2038870.pdf (532.97 KB),Finance,All Bidder Successfully Admitted.,Vijay Kumar,17-Mar-2026 03:51 PM,,BOQ Comparative Chart,SE,Internal,,Vijay Kumar,17-Mar-2026 03:10 PM,17-Mar-2026 03:15 PM,techsummary_2038870.pdf (532.97 KB),AOC,1,Fee/PreQual/Technical,.pdf,Tender Document,SE,SE OFFICE 67 A CANTT KANPUR NAGAR.,09-Jan-2026 02:00 PM,28-Jan-2026 02:30 PM,09-Jan-2026 02:00 PM,28-Jan-2026 12:00 PM,NA ,NA ,09-Jan-2026 02:00 PM,28-Jan-2026 12:00 PM,17-Mar-2026 03:15 PM,1,DATE CORREGENDUM,Date,,Under Water Replacement of Upper Emergency sluice gate and T-guide of Dam at Matatila Dam in District Lalitpur,Under Water Replacement of Upper Emergency sluice gate and T-guide of Dam at Matatila Dam in District Lalitpur,Please refer Tender documents. ,NA ,"2,64,60,000",Miscellaneous Works,NA ,Tender,120.0,180.0,Matatila Dam in District Lalitpur,284403.0,NA ,NA ,NA ,SE OFFICE 67 A CANTT KANPUR NAGAR,No ,No,1.0,SBI Bank,"3,130",Nil,Nil,No,"5,30,000",No,fixed,,Nil,Nil,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,24/SE/IWC1K/2025-26,2026_UPIDM_1105010_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5820480,PRASHANT OFFSHORE,28-Jan-2026 10:41 AM,Accepted-AOC,Agreement has been signed.,28-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,2,CORRIENDUM,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
