Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
09-Apr-2026,"INR 193,769,171",547.0,Shubhendu singh,17-Apr-2026 02:29 PM,loaCM.pdf (1929.00 KB),L1 Shelvi Traders Nagla Bhure post Geenja Saifai Etawah 206130 LOA Letter 10210/176C-PMGSY CK/ Composite School Mahoba/2026 Dt. 27.03.2026,Chief Engineer World Bank (EAP) PWD HQ-Jhansi||SE PMGSY CIRCLE PWD KANPUR||EE CONSTRUCTION DIVISION (BUILDING) PWD BANDA,2026_WBEAP_1116996_1,184_167 C_PMGSY C_2026 Date 24.01.2026,CONSTRUCTION OF CM MODEL COMPOSITE SCHOOL (PRE PRIMARY TO CLASS 12) CHICHARA AT DISTRICT MAHOBA,1.0,5963735.0,SHELVI TRADERS,INR,"193,769,171",1,5959449,ANGELIC INFRACON PRIVATE LIMITED,11-Mar-2026 09:15 AM,Rejected-Finance,L4,09-Apr-2026 04:18 PM,Technical,technical Opening,Arvind Kumar,12-Mar-2026 02:00 PM,technical_2074826.pdf,Er Arvind Kumar,Internal,,Shubhendu singh,09-Apr-2026 04:18 PM,finsummary_2074826.pdf (481.90 KB),Finance,Lowest Amount Quoted BY SHELVI TRADERS 193769170.93,Shubhendu singh,20-Mar-2026 05:48 PM,,BOQ Comparative Chart,Er Arvind Kumar,Internal,EE CDB PWD BANDAEE CDB PWD JHANSHIAE CDB PWD BANDADA CDB PWD BANDA,Shubhendu singh,19-Mar-2026 10:50 PM,20-Mar-2026 04:30 PM,techsummary_2074826.pdf (564.29 KB),AOC,SUPRINTENDING ENGINEER,OFFICE OF SE PMGSY CIRCLE PWD KANPUR,17-Feb-2026 10:00 AM,11-Mar-2026 12:30 PM,17-Feb-2026 10:00 AM,11-Mar-2026 12:00 PM,NA ,NA ,17-Feb-2026 10:00 AM,11-Mar-2026 12:00 PM,20-Mar-2026 04:30 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,Chief Engineer World Bank (EAP) PWD HQ-Jhansi||SE PMGSY CIRCLE PWD KANPUR||EE CONSTRUCTION DIVISION (BUILDING) PWD BANDA,184_167 C_PMGSY C_2026 Date 24.01.2026,2026_WBEAP_1116996_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,714",Nil,Nil,No,CONSTRUCTION OF CM MODEL COMPOSITE SCHOOL (PRE PRIMARY TO CLASS 12) CHICHARA AT DISTRICT MAHOBA,BUILDING WORK,Please refer Tender documents. ,NA ,"21,93,94,000",Civil Works - Buildings,NA ,Tender,120.0,547.0,MAHOBA,210427.0,KANPUR ,OFFICE OF SE PMGSY CIRCLE PWD KANPUR ,26-Feb-2026 01:00 PM ,BANDA,No ,No,"31,94,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5962756,B S C PROJECTS PRIVATE LIMITED,11-Mar-2026 11:51 AM,Rejected-Technical,Fail,19-Mar-2026 10:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5946516,M/S PRISM CONSTRUCTIONS,11-Mar-2026 11:04 AM,Rejected-Finance,L2,09-Apr-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5963834,M/S SHUBHAM CONSTRUCTION,11-Mar-2026 10:46 AM,Rejected-Finance,L3,09-Apr-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5963735,SHELVI TRADERS,11-Mar-2026 09:54 AM,Accepted-AOC,L1,17-Apr-2026 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
