Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,25-Mar-2026 01:51 PM,27-Mar-2026 02:00 PM,techsummary_2089981.pdf (2441.43 KB),Technical,AS UPLOADED,Jaya Prakash Singh,25-Mar-2026 10:11 AM,,08-Apr-2026,"INR 31,875,477",90.0,Jaya Prakash Singh,09-Apr-2026 05:54 PM,13.pdf (608.00 KB),1,5963996,AMAR NATH PANDEY,13-Mar-2026 02:11 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",2026_UPIDC_1122376_28,05/SE/2025-26,"Flood Protection Works Between Kilometer 0.490 To 0.660, Kilometer 0.960 To 1.185, Kilometer 4.075 To 4.225, And Kilometer 4.570 To 4.760 Of The Ramnagar Thuthibari Embankment On The Right Bank Of The Chandan River And The Left Bank Of The Pyas River",Finance,AS UPLOADED,Jaya Prakash Singh,27-Mar-2026 02:22 PM,,BOQ Comparative Chart,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,27-Mar-2026 02:31 PM,finsummary_2089981.pdf (301.20 KB),1.0,5963160.0,M/S ARVIND KUMAR DUBEY,INR,"31,875,477",AOC,"4,904",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technica,1.0,SBI Bank,07-Mar-2026 09:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,27-Mar-2026 02:00 PM,SUPERINTENDING ENGINEER,"GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P)","Flood Protection Works Between Kilometer 0.490 To 0.660, Kilometer 0.960 To 1.185, Kilometer 4.075 To 4.225, And Kilometer 4.570 To 4.760 Of The Ramnagar Thuthibari Embankment On The Right Bank Of The Chandan River And The Left Bank Of The Pyas River","Flood Protection Works Between Kilometer 0.490 To 0.660, Kilometer 0.960 To 1.185, Kilometer 4.075 To 4.225, And Kilometer 4.570 To 4.760 Of The Ramnagar Thuthibari Embankment On The Right Bank Of The Chandan River And The Left Bank Of The Pyas River",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Maharajganj,273301.0,GORAKHPUR ,"OFFICE OF SUPERINTENDING ENGINEER, GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P) ",07-Mar-2026 11:00 AM ,GORAKHPUR,No ,No,"7,10,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",05/SE/2025-26,2026_UPIDC_1122376_28,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,2,5969029,DILIP KUMAR YADAV,13-Mar-2026 01:00 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,5966072,GHANSHYAM CHAUBAY,13-Mar-2026 12:42 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,5969847,GOMATINETRA CONSTRUCTIONS,13-Mar-2026 12:20 PM,Rejected-Technical,AS UPLOADED,25-Mar-2026 01:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,5970363,M/S AJIT CONSTRUCTION AND ORDER SUPPLIER,13-Mar-2026 01:58 PM,Rejected-Technical,AS UPLOADED,25-Mar-2026 01:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,5963160,M/S ARVIND KUMAR DUBEY,13-Mar-2026 11:58 AM,Accepted-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,5966302,M/s PARI ENTERPRISES,13-Mar-2026 12:12 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,5970335,M/S PRABHAT TRADERS,13-Mar-2026 01:42 PM,Rejected-Technical,AS UPLOADED,25-Mar-2026 01:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,5970175,M/s Raja Ram Shukla Contractor,13-Mar-2026 01:38 PM,Rejected-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,5965824,M/s Shree Dauji Enterprises,13-Mar-2026 03:09 AM,Rejected-AOC,AS UPLOADED,09-Apr-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
