Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1128960_1,1342/NP/NV/RVA/2025-26,1-npp sandila me wn2 me gulab tailor se raju ke makan tak va tinku patwa tak va sartaj se bholu ke makan tak cc sadak va nali nirman karya,1.0,6042434.0,MOHD BILAL THEKEDAR,INR,"396,951.2",1.0,6042434.0,MOHD BILAL THEKEDAR,12-Apr-2026 04:46 PM,Accepted-AOC,L1,21-Apr-2026 12:53 PM,21-Apr-2026,"INR 396,951.2",60.0,Shiv Kumar,21-Apr-2026 12:53 PM,1.pdf (148.00 KB),eo and je,Internal,,Shiv Kumar,21-Apr-2026 12:51 PM,finsummary_2105855.pdf (148.34 KB),Technical,4 ADMITTED,Shiv Kumar,20-Apr-2026 05:20 PM,,eo and je,Internal,,Shiv Kumar,20-Apr-2026 05:23 PM,20-Apr-2026 06:00 PM,techsummary_2105855.pdf (108.05 KB),Finance,MOHD BILAL THEKEDAR WINNER,Shiv Kumar,21-Apr-2026 12:36 PM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,tech,507.0,adhishashi adhikari nagar palika parishad,sandila,No,"43,000",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,EO and JE,sandila,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1128960_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,1-npp sandila me wn2 me gulab tailor se raju ke makan tak va tinku patwa tak va sartaj se bholu ke makan tak cc sadak va nali nirman karya,1-npp sandila me wn2 me gulab tailor se raju ke makan tak va tinku patwa tak va sartaj se bholu ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"5,08,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,23-Mar-2026 11:00 AM,13-Apr-2026 12:00 PM,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,20-Apr-2026 06:00 PM,AOC
,,,,,,,,,2.0,6042009.0,M/S ABDUL MOIZ CONTRACTOR,12-Apr-2026 12:12 PM,Rejected-AOC,L3,21-Apr-2026 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,6040889.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,11-Apr-2026 10:44 AM,Rejected-AOC,L4,21-Apr-2026 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4.0,6042155.0,UMESH CHANDRA RATHORE CONTRACTOR,12-Apr-2026 01:40 PM,Rejected-AOC,L2,21-Apr-2026 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
