Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,all bid submitted,RAM KUMAR TIWARI,31-Jan-2026 04:04 PM,finance_2035602.pdf,BOQ Comparative Chart,03-Apr-2026,"INR 2,957,906",60.0,RAM KUMAR TIWARI,03-Apr-2026 04:50 PM,pl.pdf (122.00 KB),wo,1.0,5791431.0,M/s G F Enterprises,INR,"2,957,906","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1103731_1,504/AA-1/2025-26,Beautification of ram darbar sthal and instalation of water cooler santoshi mata mandir and kalee mata mandir and chandrika devi mandir ward raipurwa zone-01 and laying of jal nikalsee pipe from city club gt road to garg ward-32 zone-01,1,5791431,M/s G F Enterprises,08-Jan-2026 12:14 PM,Accepted-AOC,L1,03-Apr-2026 04:50 PM,EE-1,Internal,ee-1,RAM KUMAR TIWARI,31-Jan-2026 04:13 PM,techsummary_2035602.pdf (121.91 KB),EE-1,Internal,ee-1,RAM KUMAR TIWARI,31-Jan-2026 09:08 PM,finsummary_2035602.pdf (121.91 KB),AOC,1.0,SBI Bank,C.E office,c. e office kanpur nagar nigam,"Kanpur Municipal Corporation, Kanpur, UP",504/AA-1/2025-26,2026_NNKAN_1103731_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"1,770",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,tn,Beautification of ram darbar sthal and instalation of water cooler santoshi mata mandir and kalee mata mandir and chandrika devi mandir ward raipurwa zone-01 and laying of jal nikalsee pipe from city club gt road to garg ward-32 zone-01,Beautification of ram darbar sthal and instalation of water cooler santoshi mata mandir and kalee mata mandir and chandrika devi mandir ward raipurwa zone-01 and laying of jal nikalsee pipe from city club gt road to garg ward-32 zone-01,Please refer Tender documents. ,NA ,"29,88,086",Civil Works,NA ,Tender,90.0,NA ,kanpur,208001.0,NA ,NA ,NA ,ze-1 civil lines kanpur,No ,No,"2,98,809",Yes,fixed,,Nil,Nil,06-Jan-2026 09:00 AM,08-Jan-2026 04:00 PM,06-Jan-2026 09:00 AM,08-Jan-2026 03:00 PM,NA ,NA ,06-Jan-2026 09:00 AM,08-Jan-2026 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5791441,M/S MARIYAM ENTERPRISES,08-Jan-2026 11:49 AM,Rejected-Finance,not qualified,31-Jan-2026 09:08 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5791495,SHRI BABA ENTERPRISES,08-Jan-2026 12:39 PM,Rejected-Finance,not qualified,31-Jan-2026 09:08 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
