Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage
30-Apr-2026,"INR 3,484,512",90.0,Om Prakash,30-Apr-2026 06:16 PM,8.pdf (758.00 KB),work,1,6056177,M/S ASHWINI KUMAR PATEL THEKEDAR,18-Apr-2026 06:11 PM,Rejected-Finance,high,30-Apr-2026 05:29 PM,Directorate of Local Bodies UP||Nagar Panchayat Chowk Mahrajganj,2026_DOLBU_1131493_8,843_NPC_CMNSY,Construction of CC road and nali from dheeraj patel house to dheeraj singh house in ward-13,1.0,6055821.0,NAMO NARAYAN CONSTRUCTION COMPANY,INR,"3,484,512",Technical,bids admitted by tender committee for technical evaluation,Om Prakash,21-Apr-2026 11:33 AM,technical_2111301.pdf,EO,Internal,jelipik,Om Prakash,30-Apr-2026 05:29 PM,finsummary_2111301.pdf (419.29 KB),Finance,fe,Om Prakash,25-Apr-2026 02:33 PM,,BOQ Comparative Chart,Omprakash EO,Internal,Lipik JE,Om Prakash,25-Apr-2026 06:53 AM,25-Apr-2026 09:00 AM,techsummary_2111301.pdf (759.65 KB),AOC,"69,760",No,fixed,,EO NP Chowk,Maharajganj,Directorate of Local Bodies UP||Nagar Panchayat Chowk Mahrajganj,843_NPC_CMNSY,2026_DOLBU_1131493_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/EMD/Doc,Construction of CC road and nali from dheeraj patel house to dheeraj singh house in ward-13,Construction of CC road and nali from dheeraj patel house to dheeraj singh house in ward-13,Please refer Tender documents. ,NA ,"34,88,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Ward-13,273303.0,NA ,NA ,NA ,NP Chowk Office,No ,No,"4,602",EO NP Chowk,Maharajganj,No,EO NP Chowk,O/o EO NP Chowk District-Mahrajganj,30-Mar-2026 09:00 AM,20-Apr-2026 02:00 PM,30-Mar-2026 09:00 AM,20-Apr-2026 12:00 PM,NA ,NA ,30-Mar-2026 09:00 AM,20-Apr-2026 12:00 PM,25-Apr-2026 09:00 AM,1.0,FDR - Fixed Deposit,AOC
,,,,,,,2,6056886,M/S MAA AMBEY CONSTRUCTION COMPANY,19-Apr-2026 02:08 PM,Rejected-Finance,high,30-Apr-2026 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,AOC
,,,,,,,3,6055821,NAMO NARAYAN CONSTRUCTION COMPANY,18-Apr-2026 03:45 PM,Accepted-AOC,lowest,30-Apr-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
