Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage
25-Mar-2026,"INR 10,577,400",180.0,Ramesh Prasad,16-Apr-2026 06:10 PM,41.pdf (443.00 KB),AOC,1.0,5854281.0,M/S PRABHAT TRADERS,INR,"10,577,400","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2026_UPIDC_1111408_2,06/S.E/2025-26,Construction of Counter Berm by Constructing toe wall between Km 16.100 to Km 16.700 of Mahuli Dy.,1,5853945,M/S ADITYA CONSTRUCTION COMPANY,09-Feb-2026 09:39 AM,Rejected-Finance,L2,24-Feb-2026 04:44 PM,Finance,Admitted,Ramesh Prasad,24-Feb-2026 04:31 PM,,BOQ Comparative Chart,Ramesh Prasad,Internal,Ananad Kumar Anand,Ramesh Prasad,19-Feb-2026 07:34 PM,23-Feb-2026 11:30 AM,techsummary_2053562.pdf (666.70 KB),Technical,Admitted,Ramesh Prasad,19-Feb-2026 07:13 PM,,Ramesh Prasad,Internal,Anand Kumar Anand,Ramesh Prasad,24-Feb-2026 04:44 PM,finsummary_2053562.pdf (554.36 KB),AOC,Construction of Counter Berm by Constructing toe wall between Km 16.100 to Km 16.700 of Mahuli Dy.,Construction of Counter Berm by Constructing toe wall between Km 16.100 to Km 16.700 of Mahuli Dy.,Please refer Tender documents. ,NA ,"1,37,46,000",Civil Works,NA ,Tender,90.0,180.0,Basti,272002.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,"2,75,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",06/S.E/2025-26,2026_UPIDC_1111408_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,03-Feb-2026 09:00 AM,09-Feb-2026 03:30 PM,03-Feb-2026 09:00 AM,09-Feb-2026 03:00 PM,NA ,NA ,03-Feb-2026 10:00 AM,09-Feb-2026 03:00 PM,23-Feb-2026 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,"3,623",Nil,Nil,No,1.0,SBI Bank,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti",AOC
,,,,,,,,,,,,,,,,2,5855978,M/S Damyanti Singh,09-Feb-2026 01:21 PM,Rejected-Finance,L4,24-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5854281,M/S PRABHAT TRADERS,09-Feb-2026 01:44 PM,Accepted-AOC,L1,16-Apr-2026 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5849750,M/S RUCHI CONSTRUCTION CO,09-Feb-2026 09:32 AM,Rejected-Technical,As Per Uploaded,19-Feb-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5855424,M/S virat constrution,09-Feb-2026 02:38 PM,Rejected-Technical,As Per Uploaded,19-Feb-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5855042,R.B.S. CONSTRUCTION,09-Feb-2026 09:56 AM,Rejected-Finance,L3,24-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
