Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,SBD,Executive Engineer,O/o Executive Engineer,Construction work of partition railing ICU tin shed in the cow shelter of Bharatamau village,Construction work of partition railing ICU tin shed in the cow shelter of Bharatamau village,Please refer Tender documents. ,NA ,"15,26,000",Civil Works,NA ,Tender,90.0,90.0,Farrukhabad,209625.0,NA ,NA ,NA ,O/o Executive Engineer,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE FARRUKHABAD,426/EEREDFBD/2025-26 DT 06.03.2026,2026_REDUP_1131852_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"30,600",Yes,fixed,,Nil,Nil,844.0,Nil,Nil,No,30-Mar-2026 06:55 PM,07-Apr-2026 12:30 PM,30-Mar-2026 06:55 PM,07-Apr-2026 12:00 PM,NA ,NA ,30-Mar-2026 06:55 PM,07-Apr-2026 12:00 PM,16-Apr-2026 05:10 PM,1.0,SBI Bank,AOC,Virendra Kumar,Internal,,Abhishek Chaudhary,17-Apr-2026 07:46 PM,finsummary_2112280.pdf (193.63 KB),Technical,as per tender committee,Abhishek Chaudhary,07-Apr-2026 03:18 PM,,Virendra Kumar,Internal,,Abhishek Chaudhary,16-Apr-2026 05:05 PM,16-Apr-2026 05:10 PM,techsummary_2112280.pdf (2324.76 KB),Finance,Acepted by tender committee,Abhishek Chaudhary,16-Apr-2026 06:54 PM,,BOQ Comparative Chart,1,6031707,AJAY CREATION,06-Apr-2026 10:38 AM,Accepted-AOC,L1,30-Apr-2026 04:58 PM,1.0,6031707.0,AJAY CREATION,INR,"1,267,163",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE FARRUKHABAD,2026_REDUP_1131852_4,426/EEREDFBD/2025-26 DT 06.03.2026,Construction work of partition railing ICU tin shed in the cow shelter of Bharatamau village,22-Apr-2026,"INR 1,267,163",90.0,Abhishek Chaudhary,30-Apr-2026 04:58 PM,CB03BHARTAMAU.pdf (3071.00 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6027504,M/S GARGI CONSTRUCTION,05-Apr-2026 09:56 AM,Rejected-Finance,l3,17-Apr-2026 07:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6028815,M/S VICTORY CONSTRUCTION AND SUPPLIER,04-Apr-2026 08:24 PM,Rejected-Finance,l2,17-Apr-2026 07:46 PM,,,,,,,,,,,,,,,,AOC
