EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"23,200",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,13-Mar-2026 11:00 AM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,09-Apr-2026 06:25 PM,1,DD - Demand Draft,EO and JE,sandila,1.0,Fee/PreQual/Technical,.pdf,tech,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124745_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,274.0,adhishashi adhikari nagar palika parishad,sandila,No,26-npp sandila me wno 14 me prakash mobile shop ke pas se ramji ke makan hote huye mohammad ali ke makan tak cc sadak va nali nirman karya,26-npp sandila me wno 14 me prakash mobile shop ke pas se ramji ke makan hote huye mohammad ali ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"2,73,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,AOC,eo and je,Internal,,Shiv Kumar,11-Apr-2026 06:10 PM,finsummary_2096020.pdf (147.22 KB),Technical,5 ADMITTED,Shiv Kumar,09-Apr-2026 04:21 PM,technical_2096020.pdf,eo and je,Internal,,gaurav Shukla,09-Apr-2026 06:20 PM,09-Apr-2026 06:25 PM,techsummary_2096020.pdf (108.26 KB),Finance,MOHD BILAL THEKEDAR WINNER,Shiv Kumar,10-Apr-2026 02:08 PM,,BOQ Comparative Chart,1.0,6024560.0,MOHD BILAL THEKEDAR,INR,"216,052.2",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124745_1,1298/NP/NV/RVA/2025-26,26-npp sandila me wno 14 me prakash mobile shop ke pas se ramji ke makan hote huye mohammad ali ke makan tak cc sadak va nali nirman karya,1,6024560,MOHD BILAL THEKEDAR,31-Mar-2026 04:49 PM,Accepted-AOC,L1,11-Apr-2026 12:21 PM,11-Apr-2026,"INR 216,052.2",60.0,Shiv Kumar,11-Apr-2026 12:21 PM,26.pdf (147.00 KB),AOC
,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6025529,M/S ABDUL MOIZ CONTRACTOR,01-Apr-2026 02:09 PM,Rejected-AOC,L5,11-Apr-2026 12:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6025334,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,01-Apr-2026 12:12 PM,Rejected-AOC,L3,11-Apr-2026 12:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6025521,STAR BUILDERS & SUPPLIERS,01-Apr-2026 02:07 PM,Rejected-AOC,L4,11-Apr-2026 12:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6027148,UMESH CHANDRA RATHORE CONTRACTOR,02-Apr-2026 04:44 PM,Rejected-AOC,L2,11-Apr-2026 12:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6025251,UTKARSH CONTRACTOR,02-Apr-2026 12:16 PM,Not Admitted-Fee/PreQual/Technical,Others-EXPERIENCE CERTIFICATE NOT ATTACHED IN TECHNICAL,09-Apr-2026 04:21 PM,,,,,,,AOC
