Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) Construction of Interlocking Road and side Drain from Haji Imitiyaj house to wahid house and Prathmik Vidhyalaya to Shiv Mandir at Vill Nagrajpur Block Purwakara District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) Construction of Interlocking Road and side Drain from Haji Imitiyaj house to wahid house and Prathmik Vidhyalaya to Shiv Mandir at Vill Nagrajpur Block Purwakara District- Saharanpur",Please refer Tender documents. ,NA ,"9,75,581",Civil Works,NA ,Tender,90.0,90.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,23-Mar-2026 11:30 AM,30-Mar-2026 11:00 AM,23-Mar-2026 11:30 AM,30-Mar-2026 10:00 AM,NA ,NA ,23-Mar-2026 11:30 AM,30-Mar-2026 10:00 AM,31-Mar-2026 04:00 PM,"20,000",No,fixed,,UPSCIDCO,SAHARANPUR,1.0,RTGS - RTGS Payment,"1,062",UPSCIDCO,SAHARANPUR,No,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,161/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1129102_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC,Technical,Technical Evaluation Summary,Vinod Kumar Kardam,31-Mar-2026 01:37 PM,technical_2106224.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,01-Apr-2026 01:32 PM,finsummary_2106224.pdf (349.79 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,01-Apr-2026 01:15 PM,finance_2106224.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,31-Mar-2026 01:51 PM,31-Mar-2026 04:00 PM,techsummary_2106224.pdf (349.79 KB),08-Apr-2026,"INR 974,605",90.0,Vinod Kumar Kardam,01-Apr-2026 01:35 PM,aoc.pdf (520.00 KB),AWARD OF CONTRACT for Construction of Interlocking Road and side Drain from Haji Imitiyaj house to wahid house and Prathmik Vidhyalaya to Shiv Mandir at Vill Nagrajpur Block Purwakara District- Sahar,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1129102_1,161/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Ashu Malik ji, MLA) Construction of Interlocking Road and side Drain from Haji Imitiyaj house to wahid house and Prathmik Vidhyalaya to Shiv Mandir at Vill Nagrajpur Block Purwakara District- Saharanpur",1.0,6011131.0,Happy Flex and Contractor,INR,"974,605",1,6011131,Happy Flex and Contractor,26-Mar-2026 08:11 PM,Accepted-AOC,Being L1,01-Apr-2026 01:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6011182,VINOD KUMAR THEKEDAR,28-Mar-2026 10:06 PM,Rejected-Finance,Being L2,01-Apr-2026 01:32 PM,AOC
