Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Surendra Mohan Verma,Internal,J.P. Singh,Surendra Mohan Verma,23-Mar-2026 12:21 AM,24-Mar-2026 01:00 PM,techsummary_2090044.pdf (1735.52 KB),31-Mar-2026,"INR 4,736,949",60.0,Surendra Mohan Verma,21-Apr-2026 02:02 PM,L_20.pdf (279.00 KB),AOC,Technical,Fee/PreQual/Technical,Surendra Mohan Verma,22-Mar-2026 11:57 PM,technical_2090044.pdf,Surendra Mohan Verma,Internal,J P Singh,Surendra Mohan Verma,27-Mar-2026 09:15 PM,finsummary_2090044.pdf (102.43 KB),Finance,Finance,Surendra Mohan Verma,26-Mar-2026 09:06 PM,finance_2090044.pdf,BOQ Comparative Chart,1.0,5967761.0,M/S ANAND CONSTRUCTION COMPANY,INR,"4,736,949","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",2026_UPIDC_1122380_20,04/SE/2025-26,Anti Erosion work between Km. 4.620 to 4.870 of Ashogwa- Nagwa Bund on right bank of Burhi Rapti River in District. Siddharthnagar.,1,5968367,M P Traders,13-Mar-2026 01:12 PM,Rejected-Finance,L6,27-Mar-2026 09:15 PM,AOC,Anti Erosion work between Km. 4.620 to 4.870 of Ashogwa- Nagwa Bund on right bank of Burhi Rapti River in District. Siddharthnagar.,Anti Erosion work between Km. 4.620 to 4.870 of Ashogwa- Nagwa Bund on right bank of Burhi Rapti River in District. Siddharthnagar.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,Siddharthnagar,272153.0,"Superintending Engineer, Gandak Flood Circle, Bast ","Superintending Engineer, Gandak Flood Circle, Basti ",07-Mar-2026 11:00 AM ,"Superintending Engineer, Gandak Flood Circle, Bast",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Superintending Engineer,"Superintending Engineer, Gandak Flood Circle, Basti","1,50,000",Yes,fixed,,Nil,Nil,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,24-Mar-2026 01:00 PM,"2,100",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",04/SE/2025-26,2026_UPIDC_1122380_20,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5967761,M/S ANAND CONSTRUCTION COMPANY,13-Mar-2026 12:23 PM,Accepted-AOC,L1,21-Apr-2026 02:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5968614,M/s Bhupendra Kumar Contractor and Supplier,13-Mar-2026 02:12 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:21 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5966884,M/S GANESH ENTERPRISES,12-Mar-2026 08:57 PM,Rejected-Finance,L3,27-Mar-2026 09:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5967270,M/S SINGH CONSTRUCTION COMPANY,12-Mar-2026 10:13 PM,Rejected-Finance,L4,27-Mar-2026 09:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5969052,M/S virat constrution,13-Mar-2026 01:18 PM,Rejected-AOC,L2,21-Apr-2026 02:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5969869,M/S VIRAT TRADERS,13-Mar-2026 12:50 PM,Rejected-Finance,L5,27-Mar-2026 09:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5968349,SHRI KANT MISHRA CONTRACTOR,12-Mar-2026 04:42 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:21 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
