EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"22,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,766.0,Nil,Nil,No,GRAMSABHA JANGAL AKATAHA (TOLA LAXMIPUR) VIKAS KHAND GAURI BAZAR ME AMITESH SINGH KE GHAR SE HARINATH YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,GRAMSABHA JANGAL AKATAHA (TOLA LAXMIPUR) VIKAS KHAND GAURI BAZAR ME AMITESH SINGH KE GHAR SE HARINATH YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"10,91,560",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,18-Feb-2026 10:00 AM,25-Feb-2026 02:30 PM,18-Feb-2026 10:00 AM,24-Feb-2026 12:00 PM,NA ,NA ,18-Feb-2026 10:00 AM,24-Feb-2026 12:00 PM,13-Mar-2026 10:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1701/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1116974_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Er. Surya Prakash,Internal,,Surya Prakash,16-Apr-2026 05:48 PM,finsummary_2074788.pdf (1395.94 KB),Finance,Financial Bid Open,Surya Prakash,13-Mar-2026 09:01 PM,,BOQ Comparative Chart,1.0,5917937.0,MADAN PAL SINGH,INR,"924,578.85",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1116974_12,1701/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,GRAMSABHA JANGAL AKATAHA (TOLA LAXMIPUR) VIKAS KHAND GAURI BAZAR ME AMITESH SINGH KE GHAR SE HARINATH YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,1,5917937,MADAN PAL SINGH,23-Feb-2026 04:47 PM,Accepted-AOC,Lowest Rate,16-Apr-2026 05:50 PM,Er. Surya Prakash,Internal,,Surya Prakash,12-Mar-2026 08:28 PM,13-Mar-2026 10:00 AM,techsummary_2074788.pdf (830.11 KB),16-Apr-2026,"INR 924,578.85",120.0,Surya Prakash,16-Apr-2026 05:50 PM,303.pdf (1396.00 KB),Technical,Technical Bid Open,Surya Prakash,25-Feb-2026 06:39 PM,,AOC
,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5922189,Rana Vikramaditya Singh,24-Feb-2026 11:15 AM,Rejected-Finance,Highest Rate,16-Apr-2026 05:48 PM,,,,,,,,,,,,,,,,,,,AOC
