Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage
06-Apr-2026,"INR 34,940,355",90.0,NEELESH KUMAR JAIN,18-Apr-2026 11:23 AM,AOCdoc2.pdf (180.00 KB),Technical,07 technical bid found and all 07 admitted,NEELESH KUMAR JAIN,23-Mar-2026 05:00 PM,technical_2099436.pdf,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,23-Mar-2026 05:05 PM,25-Mar-2026 03:00 PM,techsummary_2099436.pdf (2212.63 KB),S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,06-Apr-2026 05:06 PM,finsummary_2099436.pdf (180.27 KB),Finance,07 financial bid found in all 07 admitted,NEELESH KUMAR JAIN,06-Apr-2026 04:52 PM,finance_2099436.pdf,BOQ Comparative Chart,1.0,5993506.0,M/S KANISHK INFROLOGISTICS PVT LTD,INR,"34,940,355","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",2026_UPIDC_1122433_11,03/SE/2025-26,"Anti-erosion work to protect the villages Master Purva, Budhnapur, Katkola, Babupurva and others situated on the right bank of Sharda river under Tehsil Laharpur in Sitapur district from the erosion of Sharda river (Lot No.-02)",1,5986363,BHAMAR SINGH,19-Mar-2026 10:25 AM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,06-Apr-2026 05:06 PM,AOC,"10,25,000",No,fixed,,Nil,Nil,"2,715",Nil,Nil,No,"Anti-erosion work to protect the villages Master Purva, Budhnapur, Katkola, Babupurva and others situated on the right bank of Sharda river under Tehsil Laharpur in Sitapur district from the erosion of Sharda river (Lot No.-02)","Anti-erosion work to protect the villages Master Purva, Budhnapur, Katkola, Babupurva and others situated on the right bank of Sharda river under Tehsil Laharpur in Sitapur district from the erosion of Sharda river (Lot No.-02)",Please refer Tender documents. ,NA ,"5,12,68,000",Civil Works,NA ,Tender,90.0,90.0,Sitapur,261001.0,NA ,NA ,NA ,Sitapur,No ,No,1.0,Fee/PreQual/Technical,.pdf,technical document,16-Mar-2026 03:30 PM,21-Mar-2026 04:00 PM,16-Mar-2026 03:30 PM,21-Mar-2026 03:30 PM,NA ,NA ,16-Mar-2026 03:30 PM,21-Mar-2026 03:30 PM,25-Mar-2026 03:00 PM,1.0,corrigendum-02,Other,,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",03/SE/2025-26,2026_UPIDC_1122433_11,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Superintending Engineer,Irrigation Works Circle Sitapur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5988471,GSB DEVELOPERS PRIVATE LIMITED,19-Mar-2026 12:13 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,06-Apr-2026 05:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5993506,M/S KANISHK INFROLOGISTICS PVT LTD,20-Mar-2026 08:09 PM,Accepted-AOC,DUE TO LOWEST RATE,18-Apr-2026 11:23 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5982580,M/S RANA PRATAP SINGH,19-Mar-2026 02:45 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,06-Apr-2026 05:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5988352,M/S UNITE ENTERPRISES,19-Mar-2026 01:37 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,06-Apr-2026 05:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5989969,SHIV SUNDER CONSTRUCTION & CONSULTANTS PVT LTD,21-Mar-2026 11:00 AM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,06-Apr-2026 05:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5993325,singh iron industries,21-Mar-2026 11:10 AM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,06-Apr-2026 05:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
