Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of New High School Building at Kemrala in District Gautambudha Nagar,Construction of New High School Building at Kemrala in District Gautambudha Nagar,Please refer Tender documents. ,NA ,"1,26,30,000",Civil Works,NA ,Tender,90.0,365.0,Kemrala in District Gautambudha Nagar,201301.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,18-Feb-2026 04:30 PM,07-Mar-2026 03:00 PM,18-Feb-2026 04:30 PM,07-Mar-2026 02:00 PM,NA ,NA ,18-Feb-2026 04:30 PM,07-Mar-2026 02:00 PM,09-Mar-2026 05:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,37/PCL/GM/Zone-6/Noida/2025-26 Dt 17.02.2026,2026_UPPRC_1117759_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar","17,700",Nil,Nil,No,"2,53,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,09-Mar-2026 04:32 PM,09-Mar-2026 05:00 PM,techsummary_2077081.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. Out of them M/s DARSHAN CONSTRUCTION Bid is First Lowest of amount Rupees 10545802.362,Karmendra Kumar Agrawal,28-Mar-2026 07:37 PM,finance_2077081.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,28-Mar-2026 07:41 PM,finsummary_2077081.pdf (431.49 KB),Technical,Three Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,09-Mar-2026 04:30 PM,technical_2077081.pdf,1,5948512,Core Wood Infratech,05-Mar-2026 03:59 PM,Rejected-AOC,Third Lowest,04-Apr-2026 04:31 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1117759_1,37/PCL/GM/Zone-6/Noida/2025-26 Dt 17.02.2026,Construction of New High School Building at Kemrala in District Gautambudha Nagar,1.0,5949046.0,M/S DARSHAN CONSTRUCTION,INR,"10,545,802",30-Mar-2026,"INR 10,545,802",365.0,Karmendra Kumar Agrawal,04-Apr-2026 04:31 PM,Darshan.pdf (563.00 KB),"Rs. 1,24,44,046.00 including GST",AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5949046,M/S DARSHAN CONSTRUCTION,05-Mar-2026 06:33 PM,Accepted-AOC,First Lowest,04-Apr-2026 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5948777,M/S YOGESH KUMAR SHARMA,06-Mar-2026 12:35 PM,Rejected-AOC,Secon Lowest,04-Apr-2026 04:31 PM,,,,,,,,,,,,,,,,,AOC
