Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage
28-Feb-2026,"INR 235,698.53",180.0,Sujit Kumar Sinha,18-Apr-2026 06:23 PM,Sribalaji.pdf (46.00 KB),1.0,5869999.0,M/S SHRI BALAJI CONSTRUCTIONS,INR,"235,698.53",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1113924_1,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",Nagar Panchayat Mihipurwa ke ward no. 15 Galla Mandi parisar me 01 highmask light nirman_01,1,5869999,M/S SHRI BALAJI CONSTRUCTIONS,17-Feb-2026 01:57 PM,Accepted-AOC,AOC,18-Apr-2026 06:23 PM,Finance,Financial bid open,Sujit Kumar Sinha,25-Feb-2026 02:40 PM,finance_2064251.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Feb-2026 12:34 PM,25-Feb-2026 12:00 PM,techsummary_2064251.pdf (405.08 KB),Technical,Technical bid open,Sujit Kumar Sinha,20-Feb-2026 03:36 PM,technical_2064251.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,26-Feb-2026 12:43 PM,finsummary_2064251.pdf (44.42 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",2026_REDUP_1113924_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Nagar Panchayat Mihipurwa ke ward no. 15 Galla Mandi parisar me 01 highmask light nirman_01,Nagar Panchayat Mihipurwa ke ward no. 15 Galla Mandi parisar me 01 highmask light nirman_01,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,"4,000",No,fixed,,Nil,Nil,11-Feb-2026 12:00 PM,20-Feb-2026 12:30 PM,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,NA ,NA ,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,596.0,Nil,Nil,No,1.0,SBI Bank,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",AOC
,,,,,,,,,,,,,,,2,5870189,SAROJNI DEVI,18-Feb-2026 09:38 AM,Rejected-Finance,High,26-Feb-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
