Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
06-Apr-2026,"INR 1,313,685",90.0,Sudhir Kumar,18-Apr-2026 06:35 PM,Karyadeshsravasti_1.pdf (673.00 KB),Attached,1.0,5996380.0,M/S SWARAJSHAKTI INDUSTRIES PRIVATE LIMITED,INR,"1,313,685",U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Lucknow,2026_SCIDC_1126633_1,91/EE(E)/Shravasti/E-Ten/25-26,10Mtr. Highmast Light work at Various Blocks at Distt. Shravasti (Vidhayak Nidhi work)1,1.0,6000566.0,Excellent Constructions,24-Mar-2026 11:09 AM,Rejected-Finance,Quoted Amount Rate in High,02-Apr-2026 04:57 PM,Technical,Attached,Sudhir Kumar,01-Apr-2026 04:04 PM,technical_2101046.pdf,Shri Sudhir Kumar,Internal,Attached,Sudhir Kumar,02-Apr-2026 04:57 PM,finsummary_2101046.pdf (56.73 KB),Finance,Attached,Sudhir Kumar,02-Apr-2026 04:02 PM,finance_2101046.pdf,BOQ Comparative Chart,Shri Sudhir Kumar,Internal,Attached,Sudhir Kumar,01-Apr-2026 04:13 PM,01-Apr-2026 04:15 PM,techsummary_2101046.pdf (69.79 KB),AOC,"26,000",No,fixed,,UPSCIDCOLTD,Shravasti,Executive Engineer (E),UPSCIDCO LTD Tikoni Bagh police chauki Siddiqui Masjid ke pass Najirpur Bahraich,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"Tender fee, EMD and Document","1,655",UPSCIDCOLTD,shravasti,No,10Mtr. Highmast Light work at Various Blocks at Distt. Shravasti (Vidhayak Nidhi work)1,10Mtr. Highmast Light work at Various Blocks at Distt. Shravasti (Vidhayak Nidhi work)1,10Mtr. Highmast Light work at Various Blocks at Distt. Shravasti (Vidhayak Nidhi work)1 ,NA ,,Electrical Works,NA ,Tender,90.0,90.0,Shravasti,271805.0,NA ,NA ,NA ,Bahraich,No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Lucknow,91/EE(E)/Shravasti/E-Ten/25-26,2026_SCIDC_1126633_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Date,Date,,17-Mar-2026 06:55 PM,25-Mar-2026 02:00 PM,17-Mar-2026 06:55 PM,25-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 06:55 PM,25-Mar-2026 12:00 PM,01-Apr-2026 04:15 PM,AOC
,,,,,,,,,,,,,,,,2.0,5996380.0,M/S SWARAJSHAKTI INDUSTRIES PRIVATE LIMITED,24-Mar-2026 04:16 PM,Accepted-AOC,Lowest rate Accepted,18-Apr-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
