Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Khoda Makanpur Ghaziabad,201.0,2026_DOLBU_1120653_2,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,"21,517",EO,NPP KHORA MAKANPUR,No,1.0,RTGS - RTGS Payment,"18,23,500",No,percentage,10.0%,EO,NPP KHORA MAKANPUR,1.0,Fee,.pdf,FEE AND EMD,For water supply in ward no. 33 in the municipal area Distribution Network Pipeline laying work.,For water supply in ward no. 33 in the municipal area Distribution Network Pipeline laying work.,Please refer Tender documents. ,NA ,"1,82,35,000",Water Supply,NA ,Tender,30.0,180.0,npp khora makanpur,201309.0,NA ,NA ,NA ,NPP KHORA MAKANPUR,No ,No,EO,NPP KHORA MAKANPUR,28-Feb-2026 10:00 AM,20-Mar-2026 02:00 PM,28-Feb-2026 10:00 AM,20-Mar-2026 12:00 PM,NA ,NA ,28-Feb-2026 10:00 AM,20-Mar-2026 12:00 PM,24-Mar-2026 10:00 AM,AOC,EO,Internal,CLK JE EO,Navneet Gupta,23-Mar-2026 03:39 PM,24-Mar-2026 10:00 AM,techsummary_2084725.pdf (345.90 KB),Finance,OPEN,Navneet Gupta,25-Mar-2026 04:18 PM,finance_2084725.pdf,BOQ Comparative Chart,EO,Internal,CLK JE EO,Navneet Gupta,25-Mar-2026 04:31 PM,finsummary_2084725.pdf (395.96 KB),Technical,OPEN,Navneet Gupta,23-Mar-2026 02:56 PM,technical_2084725.pdf,1.0,5989951.0,AGARWAL INFRATECH,19-Mar-2026 07:02 PM,Accepted-AOC,AOC,01-Apr-2026 12:11 PM,1.0,5989951.0,AGARWAL INFRATECH,INR,"18,218,588.5",Directorate of Local Bodies UP||Nagar Palika Parishad Khoda Makanpur Ghaziabad,2026_DOLBU_1120653_2,201.0,For water supply in ward no. 33 in the municipal area Distribution Network Pipeline laying work.,31-Mar-2026,"INR 18,218,588.5",180.0,Navneet Gupta,01-Apr-2026 12:11 PM,2.pdf (339.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5992319.0,M/S HANUMAT ENTERPRISES,20-Mar-2026 11:53 AM,Rejected-Finance,L3,25-Mar-2026 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,ESTIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5992155.0,M/S LISA CONSTRUCTION,20-Mar-2026 11:43 AM,Rejected-Finance,L2,25-Mar-2026 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
