Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage
06-Apr-2026,"INR 784,392.156",45.0,Amit Kumar Jaiswal,06-Apr-2026 12:04 PM,AmarnathF03.pdf (146.00 KB),LOW RATE,1.0,5973862.0,Jaypratap Enterprises,15-Mar-2026 09:53 AM,Rejected-Finance,HIGH RATE,01-Apr-2026 01:43 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1123105_3,3462/DDU/09-03-2026,WORK NO.3,1.0,5985837.0,KAMINI ENTERPRISES,INR,"784,392.156",Technical,technical,Amit Kumar Jaiswal,28-Mar-2026 03:56 PM,technical_2091950.pdf,eo je,Internal,eo je,Amit Kumar Jaiswal,01-Apr-2026 01:43 PM,finsummary_2091950.pdf (145.56 KB),Finance,financial,Amit Kumar Jaiswal,01-Apr-2026 01:27 PM,finance_2091950.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,28-Mar-2026 04:44 PM,30-Mar-2026 10:00 AM,techsummary_2091950.pdf (148.85 KB),AOC,EO,NPP GAURA BARHAJ,780.0,EO,NPP GAURA BARHAJ,Yes,10-Mar-2026 10:00 AM,24-Mar-2026 10:00 AM,10-Mar-2026 11:00 AM,23-Mar-2026 04:00 PM,NA ,NA ,10-Mar-2026 11:00 AM,23-Mar-2026 04:00 PM,30-Mar-2026 10:00 AM,WORK NO.3,WORK NO.3,Please refer Tender documents. ,NA ,"7,84,400",Civil Works,NA ,Tender,90.0,45.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3462/DDU/09-03-2026,2026_DOLBU_1123105_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"66,446",Yes,fixed,,EO,NPP GAURA BARHAJ,1,DD - Demand Draft,AOC
,,,,,,,2.0,5985837.0,KAMINI ENTERPRISES,18-Mar-2026 08:24 PM,Accepted-AOC,LOW RATE,06-Apr-2026 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC
,,,,,,,3.0,5978951.0,M/S SHYAM ASSOCIATES,17-Mar-2026 08:07 PM,Rejected-Finance,HIGH RATE,01-Apr-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
