Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT with Bid Document,Janapad Farrukhabad me Ganga Nadi ke bayen tat par sthit Kalihai Gram samuh ki Ganga katan se suraksha hetu Porcupine spar evam screen dwara katao nirodhak karya.,Janapad Farrukhabad me Ganga Nadi ke bayen tat par sthit Kalihai Gram samuh ki Ganga katan se suraksha hetu Porcupine spar evam screen dwara katao nirodhak karya.,Please refer Tender documents. ,NA ,"1,72,00,000",Civil Works - Water Works,NA ,Tender,90.0,75.0,Farrukhabad,209625.0,Kanpur ,Office of The Superintending Engineer 2nd Circle Irrigation Works Kanpur. ,06-Mar-2026 11:00 AM ,Kanpur,No ,No,"2,800",Nil,Nil,No,1.0,Terms and Condition,Terms and Conditions,,"3,44,000",No,fixed,,Nil,Nil,04-Mar-2026 10:00 AM,16-Mar-2026 03:30 PM,04-Mar-2026 10:00 AM,16-Mar-2026 03:00 PM,NA ,NA ,04-Mar-2026 10:00 AM,16-Mar-2026 03:00 PM,23-Mar-2026 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",11/S.E.-II/2025-26,2026_UPIDC_1121637_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Superintending Engineer,Office of The Superintending Engineer 2nd Circle Irrigation Works Kanpur.,AOC,S.E. KAUSHLESH PRASAD PANDEY,Internal,1. S.E. R.K. Chaubey 2. E.E. Durn Kumar,Kaushlesh Prasad Pandey,21-Mar-2026 03:26 PM,23-Mar-2026 03:00 PM,techsummary_2087100.pdf (533.72 KB),Finance,Financial Bid Opening Summary,Kaushlesh Prasad Pandey,23-Mar-2026 08:10 PM,finance_2087100.pdf,BOQ Comparative Chart,S.E. KAUSHLESH PRASAD PANDEY,Internal,1.S.E.R.K. Chaubey 2. E.E. Durn Kumar,Kaushlesh Prasad Pandey,23-Mar-2026 08:37 PM,finsummary_2087100.pdf (366.74 KB),Technical,Bid Opening Summary Lot-4,Kaushlesh Prasad Pandey,16-Mar-2026 06:01 PM,technical_2087100.pdf,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",2026_UPIDC_1121637_4,11/S.E.-II/2025-26,Janapad Farrukhabad me Ganga Nadi ke bayen tat par sthit Kalihai Gram samuh ki Ganga katan se suraksha hetu Porcupine spar evam screen dwara katao nirodhak karya.,1.0,5975963.0,M/S R.V.S. CONTRACTOR,INR,"11,026,400",1,5970582,AKHILESH KUMAR GANGWAR,14-Mar-2026 05:37 PM,Rejected-Technical,NON RESPONSIVE,21-Mar-2026 03:26 PM,28-Mar-2026,"INR 11,026,400",75.0,Kaushlesh Prasad Pandey,08-Apr-2026 10:37 PM,AOCLOT4.pdf (486.00 KB),Above Contact value is Without GST,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5974234,BHAMAR SINGH,15-Mar-2026 04:49 PM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L4",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5960362,KRISHNA CONSTRUCTION,16-Mar-2026 09:33 AM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L2",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5977683,M/S DHARMSHEELA CONSTRUCTION,16-Mar-2026 02:31 PM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L6",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5966988,M/S MOHIT ASSOCIATES,13-Mar-2026 12:18 PM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L5",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5975963,M/S R.V.S. CONTRACTOR,15-Mar-2026 09:37 PM,Accepted-AOC,Bidder is L1,08-Apr-2026 10:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5976830,M/S Vinay Construction,16-Mar-2026 01:13 PM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L8",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5977853,RAJ PAL SINGH CONTRACTOR,16-Mar-2026 01:00 PM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L7",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5971191,SHRI MAHRAJ JI CONSTRUCTION,13-Mar-2026 09:22 PM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L3",23-Mar-2026 08:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5964236,UDAY RAJ,16-Mar-2026 09:44 AM,Rejected-Finance,"Quoted Amount is not Lowest by bidder, Bidder is L9",23-Mar-2026 08:37 PM,,,,,,,,AOC
