Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
11-Apr-2026,"INR 119,361.14",60.0,Shiv Kumar,11-Apr-2026 01:38 PM,14.pdf (148.00 KB),1.0,6024298.0,MOHD BILAL THEKEDAR,31-Mar-2026 02:24 PM,Rejected-AOC,L2,11-Apr-2026 01:38 PM,1.0,6019267.0,STAR BUILDERS & SUPPLIERS,INR,"119,361.14",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124694_1,1298/NP/NV/RVA/2025-26,"14-npp sandila me wno10 me vibbhin sthano par nali marammat,cc marammmat, nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya",Finance,STAR BUILDERS winner,Shiv Kumar,10-Apr-2026 01:32 PM,,BOQ Comparative Chart,eo and je,Internal,,gaurav Shukla,09-Apr-2026 06:37 PM,09-Apr-2026 06:55 PM,techsummary_2095950.pdf (109.22 KB),Technical,3 admitted,Shiv Kumar,09-Apr-2026 03:46 PM,,eo and je,Internal,,Shiv Kumar,11-Apr-2026 01:36 PM,finsummary_2095950.pdf (148.39 KB),AOC,1,DD - Demand Draft,"13,400",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,"14-npp sandila me wno10 me vibbhin sthano par nali marammat,cc marammmat, nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya","14-npp sandila me wno10 me vibbhin sthano par nali marammat,cc marammmat, nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya",Please refer Tender documents. ,NA ,"1,57,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124694_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,tech,157.0,adhishashi adhikari nagar palika parishad,sandila,No,EO and JE,sandila,13-Mar-2026 11:00 AM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,09-Apr-2026 06:55 PM,AOC
,,,,,,2.0,6024190.0,M/S SANJAY TIWARI CONTRACTOR,31-Mar-2026 01:14 PM,Rejected-AOC,L3,11-Apr-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,6019267.0,STAR BUILDERS & SUPPLIERS,02-Apr-2026 03:35 PM,Accepted-AOC,L1,11-Apr-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
