Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Superintending Engineer, Drainage Circle, Ballia","Superintending Engineer, Drainage Circle, Ballia",Flood protection work between Km 1.250 to Km 1.950 of Majhwaliya sonbarsa Embankment located on the right bank of River Saryu in District Ballia,Flood protection work between Km 1.250 to Km 1.950 of Majhwaliya sonbarsa Embankment located on the right bank of River Saryu in District Ballia,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Balllia,277001.0,NA ,NA ,NA ,Online,No ,No,1.0,Corrigendum,Other,,"16,50,000",No,fixed,,Nil,Nil,1.0,SBI Bank,01-Apr-2026 09:00 AM,06-Apr-2026 12:00 PM,01-Apr-2026 10:00 AM,06-Apr-2026 11:30 AM,NA ,NA ,01-Apr-2026 10:00 AM,06-Apr-2026 11:30 AM,10-Apr-2026 12:50 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,"6,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",07/S.E./2025-26,2026_UPIDC_1122392_15,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC,Finance,As uploaded,ashok singh,10-Apr-2026 02:34 PM,finance_2112871.pdf,BOQ Comparative Chart,A.K.Singh,Internal,S.M.Verma,ashok singh,10-Apr-2026 03:00 PM,finsummary_2112871.pdf (660.79 KB),1.0,6031138.0,M/s. PRAKASH CONSTRUCTION,INR,"60,488,472.46","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",2026_UPIDC_1122392_15,07/S.E./2025-26,Flood protection work between Km 1.250 to Km 1.950 of Majhwaliya sonbarsa Embankment located on the right bank of River Saryu in District Ballia,1,6030847,ASHUTOSH KUMAR VERMA,05-Apr-2026 08:56 PM,Rejected-Finance,L4,10-Apr-2026 03:00 PM,23-Apr-2026,"INR 60,488,472.46",90.0,ashok singh,24-Apr-2026 05:11 PM,Parkash.pdf (2764.00 KB),As uploaded,Technical,As uploaded,ashok singh,08-Apr-2026 12:44 PM,technical_2112871.pdf,A.K.Singh,Internal,S.M.Verma,ashok singh,08-Apr-2026 12:47 PM,10-Apr-2026 12:50 PM,techsummary_2112871.pdf (660.79 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6030758,GLOBAL INFRATECH INDIA PVT LTD,06-Apr-2026 10:40 AM,Rejected-Technical,As per technical evaluation,08-Apr-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6031649,M/s Narayan Enterprises,06-Apr-2026 10:10 AM,Rejected-Finance,L3,10-Apr-2026 03:00 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6031138,M/s. PRAKASH CONSTRUCTION,06-Apr-2026 10:14 AM,Accepted-AOC,L1,24-Apr-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,6030864,M/S Singh Construction,06-Apr-2026 09:27 AM,Rejected-Finance,L2,10-Apr-2026 03:00 PM,,,,,,,,,,,,,,,,,,,,AOC
