Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
28-Mar-2026 01:00 PM,03-Apr-2026 11:00 AM,28-Mar-2026 01:00 PM,02-Apr-2026 06:00 PM,NA ,NA ,28-Mar-2026 01:00 PM,02-Apr-2026 06:00 PM,16-Apr-2026 10:00 AM,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,NIT1,EXEN,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony devkali bypass ayodhya,Repair/Renovation of Hostel in A.N.D.T.U. Kumarganj Ayodhya,Repair/Renovation of Hostel in A.N.D.T.U. Kumarganj Ayodhya,Please refer Tender documents. ,ExEn ,"15,20,000",Civil Works,NA ,Tender,90.0,120.0,andtu kumarganj ayodhya,224001.0,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony de ,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony devkali bypass ayodhya ,01-Apr-2026 11:00 AM ,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony de,No ,No,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,1331/UPRNSS/EXEN/AYO/25-26 DT 24-03-26,2026_UPRNS_1131097_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"4,720",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,AYODHYA,No,"30,400",No,percentage,2.0%,UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,AYODHYA,AOC,Technical,technical,Satendra Singh Sikarwar,15-Apr-2026 06:25 PM,,EXEN,Internal,financial,Satendra Singh Sikarwar,17-Apr-2026 06:15 PM,finsummary_2110326.pdf (598.28 KB),Finance,financial,Satendra Singh Sikarwar,17-Apr-2026 05:55 PM,,BOQ Comparative Chart,EXEN,Internal,Technical,Satendra Singh Sikarwar,15-Apr-2026 06:30 PM,16-Apr-2026 10:00 AM,techsummary_2110326.pdf (793.73 KB),17-Apr-2026,"INR 1,516,960",120.0,Satendra Singh Sikarwar,17-Apr-2026 06:31 PM,financial.pdf (598.00 KB),Repair/Renovation of Hostel in A.N.D.T.U. Kumarganj Ayodhya,1.0,6026981.0,MAA SHARDA CONSTRUCTION,INR,"1,516,960",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2026_UPRNS_1131097_1,1331/UPRNSS/EXEN/AYO/25-26 DT 24-03-26,Repair/Renovation of Hostel in A.N.D.T.U. Kumarganj Ayodhya,1.0,6027186.0,GANESH ENTERPRISES,02-Apr-2026 05:35 PM,Rejected-Finance,L2,17-Apr-2026 06:15 PM,AOC
,,,,,,,,,2,BC - Bankers Cheque,,,.pdf,NIT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6026981.0,MAA SHARDA CONSTRUCTION,02-Apr-2026 02:28 PM,Accepted-AOC,L1,17-Apr-2026 06:31 PM,AOC
,,,,,,,,,3,BG - Bank Guarantee,,,.pdf,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,FDR - Fixed Deposit,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
