Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,Jay Bahadur Singh,26-Apr-2026 10:39 AM,finsummary_2072651.pdf (191.31 KB),26-Apr-2026,"INR 178,027.94",120.0,Jay Bahadur Singh,26-Apr-2026 10:41 AM,102MLC.pdf (191.00 KB),bond,Finance,Summary,Jay Bahadur Singh,25-Apr-2026 09:58 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,VIRENDRA KUMAR PATHAK,07-Mar-2026 08:52 AM,07-Mar-2026 09:00 AM,techsummary_2072651.pdf (119.60 KB),1.0,5913735.0,A K Sri Construction,INR,"178,027.94",Technical,Summary,VIRENDRA KUMAR PATHAK,03-Mar-2026 04:02 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1115626_102,1016/RED/ENIV/NIR/25-26 Dt 14-01-2026,Gramsabha Gopipur Mathura Prasad Mishra Patrakar ke ghar ke samne 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya,1,5912227,AJIT SINGH,22-Feb-2026 08:37 PM,Rejected-Finance,L2,26-Apr-2026 10:39 AM,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,1016/RED/ENIV/NIR/25-26 Dt 14-01-2026,2026_REDUP_1115626_102,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,564",Yes,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,EE RED GONDA,EE RED GONDA,1.0,SBI Bank,15-Feb-2026 06:00 PM,23-Feb-2026 12:30 PM,15-Feb-2026 06:00 PM,23-Feb-2026 12:00 PM,NA ,NA ,15-Feb-2026 06:00 PM,23-Feb-2026 12:00 PM,07-Mar-2026 09:00 AM,950.0,Nil,Nil,No,Gramsabha Gopipur Mathura Prasad Mishra Patrakar ke ghar ke samne 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya,Gramsabha Gopipur Mathura Prasad Mishra Patrakar ke ghar ke samne 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya,Gramsabha Gopipur Mathura Prasad Mishra Patrakar ke ghar ke samne 01 Adad 9.00 Mtr Pole par Highmast Light ke Sthapana Karya ,NA ,"1,78,224",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5913735,A K Sri Construction,23-Feb-2026 02:31 AM,Accepted-AOC,L1,26-Apr-2026 10:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
