S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5990300.0,SAUVYA ENTERPRISES,INR,"3,404,676.72",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE AURAIYA,2026_REDUP_1126265_1,1583/RED/Account/Tender No/25-26 Dt 20.02.2026,Work of installation of solar lights (160 nos.) in development block Bidhuna (As per the list of Honorable MLA (3),1,5995054,MA SARSWATI CONSTRUCTION AND COMPANY,22-Mar-2026 03:37 PM,Rejected-AOC,L2,10-Apr-2026 06:03 PM,28-Mar-2026,"INR 3,404,676.72",90.0,Shiv Prakash Pandey,10-Apr-2026 06:03 PM,133.pdf (412.00 KB),Shri Shiv Prakash Pandey EE,Internal,Shri Ashok Kumar AE and Shri Shourya Awasthi DAO,Ashok Kumar,25-Mar-2026 06:28 PM,finsummary_2100173.pdf (377.80 KB),Technical,Summary,Ashok Kumar,23-Mar-2026 06:16 PM,,Shri Shiv Prakash Pandey EE,Internal,Shri Ashok Kumar AE and Shri Shourya Awasthi DAO,Ashok Kumar,23-Mar-2026 06:35 PM,25-Mar-2026 04:00 PM,techsummary_2100173.pdf (471.24 KB),Finance,Summary,Ashok Kumar,25-Mar-2026 06:11 PM,finance_2100173.pdf,BOQ Comparative Chart,AOC,Executive Engineer RED Auraiya,Office of the Executive Engineer RED Auraiya,1.0,SBI Bank,"68,200",No,fixed,,Nil,Nil,"2,715",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE AURAIYA,1583/RED/Account/Tender No/25-26 Dt 20.02.2026,2026_REDUP_1126265_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,17-Mar-2026 06:00 PM,23-Mar-2026 12:30 PM,18-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,18-Mar-2026 10:00 AM,23-Mar-2026 12:00 PM,25-Mar-2026 04:00 PM,Work of installation of solar lights (160 nos.) in development block Bidhuna (As per the list of Honorable MLA (3),Work of installation of solar lights (160 nos.) in development block Bidhuna (As per the list of Honorable MLA (3),Please refer Tender documents. ,NA ,"34,08,000",Civil Works,NA ,Tender,90.0,90.0,Auraiya,206244.0,NA ,NA ,NA ,Office of the Executive Engineer RED Auraiya,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,2,5990300,SAUVYA ENTERPRISES,22-Mar-2026 03:18 PM,Accepted-AOC,L1,10-Apr-2026 06:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
