Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,281/E-Tender/2025-26 dt. 09.02.2026,2026_PWDBL_1115187_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Upper Dalibag colony sthit type-5 ke block no-9, 10, 11 evam 12 ke boundary wall ki rangai putai ka karya","Upper Dalibag colony sthit type-5 ke block no-9, 10, 11 evam 12 ke boundary wall ki rangai putai ka karya",Please refer Tender documents. ,NA ,"4,50,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,17-Feb-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,1.0,SBI Bank,770.0,Nil,Nil,No,"45,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,16-Feb-2026 09:00 AM,21-Feb-2026 12:30 PM,16-Feb-2026 09:00 AM,21-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 09:00 AM,21-Feb-2026 12:00 PM,AOC,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1115187_11,281/E-Tender/2025-26 dt. 09.02.2026,"Upper Dalibag colony sthit type-5 ke block no-9, 10, 11 evam 12 ke boundary wall ki rangai putai ka karya",1,5895407,M/S APRAMEYA CONSTRUCTION,19-Feb-2026 09:18 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 380387.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,29-Apr-2026 01:15 PM,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,29-Apr-2026 01:12 PM,finsummary_2070682.pdf (2588.76 KB),1.0,5895407.0,M/S APRAMEYA CONSTRUCTION,INR,"380,387",29-Apr-2026,"INR 380,387",30.0,DILIP KUMAR,29-Apr-2026 01:15 PM,700.pdf (573.00 KB),AOC for Acceptance No 700 date 16.04.2026,Finance,Evaluation Letter,DILIP KUMAR,10-Mar-2026 02:44 PM,finance_2070682.pdf,BOQ Comparative Chart,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,29-Apr-2026 01:07 PM,techsummary_2070682.pdf (2588.76 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,2,5895458,M/S B.L.ENTERPRISES,19-Feb-2026 09:45 AM,Rejected-Finance,Financial bid Rejected due to L2,29-Apr-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
