Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,"1,20,360",Yes,fixed,,Sachiv APMC,Aligarh,1.0,RTGS - RTGS Payment,"7,400",Sachiv APMC,Aligarh,No,21-Mar-2026 01:00 PM,31-Mar-2026 02:00 PM,21-Mar-2026 01:00 PM,30-Mar-2026 05:00 PM,NA ,NA ,21-Mar-2026 01:00 PM,30-Mar-2026 05:00 PM,09-Apr-2026 12:00 PM,Cleaning work of the sub mandi sthal Harduaganj,Cleaning work of the sub mandi sthal Harduaganj,Please refer Tender documents. ,NA ,"12,03,600",Miscellaneous Services,NA ,Tender,90.0,365.0,Aligarh,202001.0,NA ,NA ,NA ,ddc office aligarh,No ,No,Sachiv kums Aligarh,Naveen Mandi Sthal Aligarh,"Rajya Krishi Utpadan Mandi Parishad,UP||SE Zone-4||Dy Director Construction, Aligarh",948-2/20.03.2026,2026_RKUMP_1128510_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,AOC,Atul Gupta,Mixed,"Sachiv, AO",AZAD KUMAR SONKAR,10-Apr-2026 11:56 AM,finsummary_2104831.pdf (529.92 KB),Technical,12 Nos technical bid admitted,AZAD KUMAR SONKAR,31-Mar-2026 02:47 PM,technical_2104831.pdf,Atul Gupta,Mixed,"Sachiv, AO",AZAD KUMAR SONKAR,06-Apr-2026 04:53 PM,09-Apr-2026 12:00 PM,techsummary_2104831.pdf (1367.33 KB),Finance,11 Nos finance bid Admitted,AZAD KUMAR SONKAR,09-Apr-2026 07:33 PM,finance_2104831.pdf,BOQ Comparative Chart,1,6022656,DINESH PAL SINGH,30-Mar-2026 04:36 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,1.0,6017334.0,M/S NAVDURGE ENTERPRISES,INR,"1,023,060","Rajya Krishi Utpadan Mandi Parishad,UP||SE Zone-4||Dy Director Construction, Aligarh",2026_RKUMP_1128510_1,948-2/20.03.2026,Cleaning work of the sub mandi sthal Harduaganj,16-Apr-2026,"INR 1,023,060",350.0,AZAD KUMAR SONKAR,10-Apr-2026 12:23 PM,order.pdf (530.00 KB),Cleaning work,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6018736,EKTA COMMUNICATION COMPANY,29-Mar-2026 04:15 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6008078,G.D.SERVICES,25-Mar-2026 07:46 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,6019080,Jitendra pal singh chauhan,30-Mar-2026 04:27 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,6013547,KARTIK ENTERPRISES,27-Mar-2026 02:49 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5998551,KUMARPAL THEKEDAR,23-Mar-2026 10:15 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,6017334,M/S NAVDURGE ENTERPRISES,28-Mar-2026 09:18 PM,Accepted-AOC,open your name appearing in the lottery System,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,6013085,M/S RAJU CONTRACTOR,27-Mar-2026 01:09 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,6022386,M/S S.R. INTERPRISES,30-Mar-2026 02:52 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,6022640,P. V. ENTERPRISES,30-Mar-2026 04:18 PM,Rejected-AOC,no,10-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,AOC
