Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TECH,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1125030_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EO and JE,SANDILA,396.0,adhishashi adhikari nagar palika parishad,sandila,No,"33,600",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,13-Mar-2026 04:00 PM,04-Apr-2026 12:00 PM,13-Mar-2026 04:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 04:00 PM,02-Apr-2026 05:00 PM,09-Apr-2026 06:00 PM,46-npp sandila me wno25 me awdhesh gupta ke makan se shekhar jaiswal ke makan tak cc sadak va nali nirman karya,46-npp sandila me wno25 me awdhesh gupta ke makan se shekhar jaiswal ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"3,96,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1,DD - Demand Draft,AOC,Technical,3 admitted,Shiv Kumar,09-Apr-2026 05:32 PM,,eo and je,Internal,,Shiv Kumar,10-Apr-2026 04:03 PM,finsummary_2096805.pdf (145.92 KB),Finance,asthana constructions WINNER,Shiv Kumar,10-Apr-2026 03:57 PM,,BOQ Comparative Chart,eo and je,Internal,,gaurav Shukla,09-Apr-2026 05:45 PM,09-Apr-2026 06:00 PM,techsummary_2096805.pdf (107.80 KB),10-Apr-2026,"INR 388,080",60.0,Shiv Kumar,10-Apr-2026 04:05 PM,46.pdf (146.00 KB),1.0,6025438.0,asthana constructions,INR,"388,080",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1125030_1,1298/NP/NV/RVA/2025-26,46-npp sandila me wno25 me awdhesh gupta ke makan se shekhar jaiswal ke makan tak cc sadak va nali nirman karya,1.0,6025438.0,asthana constructions,01-Apr-2026 01:18 PM,Accepted-AOC,L1,10-Apr-2026 04:05 PM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6027155.0,MOHD BILAL THEKEDAR,02-Apr-2026 04:48 PM,Rejected-AOC,L2,10-Apr-2026 04:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6025635.0,STAR BUILDERS & SUPPLIERS,01-Apr-2026 03:00 PM,Rejected-AOC,L2,10-Apr-2026 04:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
