Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1128969_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,345",adhishashi adhikari nagar palika parishad,sandila,No,4-npp sandila wn4 me nizmat ke makan se safuddin se nazeer ahmad se mohammad safi ke makan tak cc sadak va nali nirman karya,4-npp sandila wn4 me nizmat ke makan se safuddin se nazeer ahmad se mohammad safi ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"13,45,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,sandila,"1,14,000",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,tech,23-Mar-2026 11:00 AM,13-Apr-2026 12:00 PM,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,20-Apr-2026 06:00 PM,AOC,Technical,5 ADMITTED,Shiv Kumar,20-Apr-2026 05:42 PM,,eo and je,Internal,,Shiv Kumar,21-Apr-2026 01:19 PM,finsummary_2105886.pdf (149.79 KB),Finance,MOHD BILAL THEKEDAR WINNER,Shiv Kumar,21-Apr-2026 01:15 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,20-Apr-2026 05:43 PM,20-Apr-2026 06:00 PM,techsummary_2105886.pdf (107.81 KB),21-Apr-2026,"INR 1,050,991.63",60.0,Shiv Kumar,21-Apr-2026 01:22 PM,4.pdf (150.00 KB),Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1128969_1,1342/NP/NV/RVA/2025-26,4-npp sandila wn4 me nizmat ke makan se safuddin se nazeer ahmad se mohammad safi ke makan tak cc sadak va nali nirman karya,1.0,6042180.0,MOHD BILAL THEKEDAR,INR,"1,050,991.63",1.0,6042180.0,MOHD BILAL THEKEDAR,12-Apr-2026 01:56 PM,Accepted-AOC,L1,21-Apr-2026 01:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,boq,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6042068.0,M/S ABDUL MOIZ CONTRACTOR,12-Apr-2026 12:56 PM,Rejected-AOC,L4,21-Apr-2026 01:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6041984.0,M/S OM CONSTRUCTIONS,12-Apr-2026 11:36 AM,Rejected-AOC,L3,21-Apr-2026 01:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6042322.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,12-Apr-2026 03:43 PM,Rejected-AOC,L5,21-Apr-2026 01:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6033302.0,M/S SANJAY TIWARI CONTRACTOR,12-Apr-2026 11:37 AM,Rejected-AOC,L2,21-Apr-2026 01:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
