Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1126320_4,1346/RED/cashier/25-26 dt 03-02-2026,GRAM CHAHLOLI ME AISHA MASZID SE KHANAALAM KE MAKAAN KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA.,1.0,5995569.0,AHATSHAM CONTRACTOR,INR,"1,030,906.03",1.0,5995569.0,AHATSHAM CONTRACTOR,22-Mar-2026 11:23 AM,Accepted-AOC,ok,15-Apr-2026 02:59 PM,15-Apr-2026,"INR 1,030,906.03",90.0,Rajendra Kumar,15-Apr-2026 02:59 PM,dd.pdf (98.00 KB),ok,Ravi,Internal,Pawan kuamar rajender kumar,Rajendra Kumar,15-Apr-2026 02:57 PM,finsummary_2100354.pdf (98.11 KB),Technical,ok,Rajendra Kumar,04-Apr-2026 05:00 PM,technical_2100354.pdf,Ravi,Internal,Rajender kumar pavan kumar,Rajendra Kumar,06-Apr-2026 04:12 PM,06-Apr-2026 05:00 PM,techsummary_2100354.pdf (98.11 KB),Finance,ok,Rajendra Kumar,15-Apr-2026 02:53 PM,finance_2100354.pdf,BOQ Comparative Chart,AOC,GRAM CHAHLOLI ME AISHA MASZID SE KHANAALAM KE MAKAAN KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA.,GRAM CHAHLOLI ME AISHA MASZID SE KHANAALAM KE MAKAAN KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA.,GRAM CHAHLOLI ME AISHA MASZID SE KHANAALAM KE MAKAAN KI ORE C.C. ROAD VAI NAALI NIRMAAN KARYA. ,NA ,"10,35,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanp ,19-Mar-2026 11:00 AM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1346/RED/cashier/25-26 dt 03-02-2026,2026_REDUP_1126320_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Mar-2026 10:00 AM,25-Mar-2026 12:30 PM,18-Mar-2026 10:00 AM,24-Mar-2026 12:00 PM,NA ,NA ,18-Mar-2026 10:00 AM,24-Mar-2026 12:00 PM,06-Apr-2026 05:00 PM,766.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical bids,Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanp,"20,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,2.0,5995614.0,SR ENTERPRISES,22-Mar-2026 12:16 PM,Rejected-Finance,ok,15-Apr-2026 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fess and emd,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per BOQ,,,,,,,,,AOC
