S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,FDR - Fixed Deposit,"26,500",No,fixed,,UPSCIDCO,BASTI,"1,652",UPSCIDCO,BASTI,No,Construction of Interlocking Road work at VD Global School Eksada Gate No. 1 Se Gate 2 Tak 200 mtr. Distt Basti ( Vidhayak Nidhi mahadeva),Construction of Interlocking Road work at VD Global School Eksada Gate No. 1 Se Gate 2 Tak 200 mtr. Distt Basti ( Vidhayak Nidhi mahadeva),As Given in NIT ,NA ,"13,17,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",18-Feb-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",1,Fee/PreQual/Technical,.pdf,NIT,14-Feb-2026 09:00 AM,21-Feb-2026 02:00 PM,14-Feb-2026 09:00 AM,21-Feb-2026 01:00 PM,14-Feb-2026 09:00 AM ,21-Feb-2026 01:00 PM ,14-Feb-2026 09:00 AM,21-Feb-2026 01:00 PM,19-Mar-2026 09:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2217 /EE Basti /E-Tender /Vidhayak Nidhi Mahadeva Basti /2025-26 Dated 13 -02-2026,2026_SCIDC_1115951_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,M/s JAGDEESH PRASAD CHAUDHARY CONTRACTOR and M/S ABHI CONSTRUCTION Found,Ramesh Bahadur Shahi,18-Mar-2026 06:10 PM,technical_2071122.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,24-Mar-2026 05:27 PM,finsummary_2071122.pdf (511.31 KB),Finance,M/S ABHI CONSTRUCTION Found L1,Ramesh Bahadur Shahi,24-Mar-2026 05:25 PM,finance_2071122.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,18-Mar-2026 06:13 PM,19-Mar-2026 09:00 AM,techsummary_2071122.pdf (424.07 KB),02-Apr-2026,"INR 1,316,135",90.0,Ramesh Bahadur Shahi,02-Apr-2026 02:17 PM,Loivd.pdf (1095.00 KB),M/s Abhi Construction Found L1,1.0,5893964.0,M/S ABHI CONSTRUCTION,INR,"1,316,135",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1115951_1,2217 /EE Basti /E-Tender /Vidhayak Nidhi Mahadeva Basti /2025-26 Dated 13 -02-2026,Construction of Interlocking Road work at VD Global School Eksada Gate No. 1 Se Gate 2 Tak 200 mtr. Distt Basti ( Vidhayak Nidhi mahadeva),1,5893940,JAGDEESH PRASAD CHAUDHARY CONTRACTOR,18-Feb-2026 06:54 PM,Rejected-Finance,L2,24-Mar-2026 05:27 PM,AOC
2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5893964,M/S ABHI CONSTRUCTION,21-Feb-2026 11:46 AM,Accepted-AOC,L1,02-Apr-2026 02:17 PM,AOC
