Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction and Renovation of Pond in moh. Noor Sarai Nai basti Khasra no 1583 At Nagar Panchayat Shahjahanpur,Construction and Renovation of Pond in moh. Noor Sarai Nai basti Khasra no 1583 At Nagar Panchayat Shahjahanpur,Please refer Tender documents. ,NA ,"28,57,577",Civil Works - Water Works,NA ,Tender,90.0,90.0,Nagar Panchayat Shahjahanpur,250104.0,NA ,NA ,NA ,Nagar Panchayat Shahjahanpur,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Shahjhanpur Meerut,05/NPS/E-NIVIDA/April/2026-27,2026_DOLBU_1134029_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,07-Apr-2026 10:00 AM,25-Apr-2026 02:00 PM,07-Apr-2026 10:00 AM,25-Apr-2026 12:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,25-Apr-2026 12:00 PM,29-Apr-2026 01:40 PM,"3,372",Eo,Np Shahjahanpur Meerut,Yes,"2,85,757",Yes,fixed,,EO,Np Shahjahanpur Meerut,1.0,Fee/PreQual/Technical,.pdf,NIT,EO Nagar Panchayat Shahjahanpur,Nagar Panchayat Shahjahanpur,AOC,Finance,All Documents are good to open,Sachin Panwar,30-Apr-2026 10:35 AM,finance_2116819.pdf,BOQ Comparative Chart,Eo,Internal,All Documents are good to open,Sachin Panwar,29-Apr-2026 01:39 PM,29-Apr-2026 01:40 PM,techsummary_2116819.pdf (62.94 KB),Technical,All Documents are good to open,Sachin Panwar,29-Apr-2026 12:02 PM,technical_2116819.pdf,Eo,Internal,All Documents are good to open,Sachin Panwar,30-Apr-2026 01:39 PM,finsummary_2116819.pdf (8424.49 KB),30-Apr-2026,"INR 2,857,577",90.0,Sachin Panwar,30-Apr-2026 02:34 PM,1.pdf (8424.00 KB),All Documents are good to open,1.0,6057060.0,KABEER ENTERPRISE,19-Apr-2026 03:56 PM,Rejected-Finance,L2,30-Apr-2026 01:39 PM,Directorate of Local Bodies UP||Nagar Panchayat Shahjhanpur Meerut,2026_DOLBU_1134029_1,05/NPS/E-NIVIDA/April/2026-27,Construction and Renovation of Pond in moh. Noor Sarai Nai basti Khasra no 1583 At Nagar Panchayat Shahjahanpur,1.0,6051052.0,Royal Developer and construction co,INR,"2,857,577",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6053364.0,KAMLA DEVI CONTRACTOR,17-Apr-2026 09:23 AM,Rejected-Finance,L3,30-Apr-2026 01:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6051052.0,Royal Developer and construction co,16-Apr-2026 09:09 AM,Accepted-AOC,L1,30-Apr-2026 02:34 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
