Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
07-Apr-2026,"INR 55,994.4",15.0,Dinesh Mohan,07-Apr-2026 04:38 PM,9.pdf (34.00 KB),AOC,1,5850910,AKANKSHA ASSOCIATES,08-Feb-2026 09:32 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,1.0,5850639.0,M/S UMA SHANKAR YADAV,INR,"55,994.4","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1111706_9,06/EE/2025-26,Clearance of Chilwaniya Drain from KM 0.000 to KM 2.000 in District Basti,Technical,AS PER UPLOAD,Dinesh Mohan,20-Feb-2026 08:34 PM,,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,25-Feb-2026 01:26 PM,finsummary_2054822.pdf (35.00 KB),Finance,AS PER UPLOAD,Dinesh Mohan,25-Feb-2026 10:59 AM,,BOQ Comparative Chart,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,20-Feb-2026 09:55 PM,23-Feb-2026 05:00 PM,techsummary_2054822.pdf (42.21 KB),AOC,Clearance of Chilwaniya Drain from KM 0.000 to KM 2.000 in District Basti,Clearance of Chilwaniya Drain from KM 0.000 to KM 2.000 in District Basti,Please refer Tender documents. ,NA ,"1,40,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,795.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",06/EE/2025-26,2026_UPIDC_1111706_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,1.0,SBI Bank,"3,000",No,fixed,,Nil,Nil,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",03-Feb-2026 10:00 AM,09-Feb-2026 12:30 PM,03-Feb-2026 10:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 10:00 AM,09-Feb-2026 12:00 PM,23-Feb-2026 05:00 PM,AOC
,,,,,,,2,5853350,DIVYADHARA CONSTRUCTION,08-Feb-2026 06:38 PM,Rejected-Technical,AS PER UPLOAD,20-Feb-2026 09:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5851875,JAI SHREE BALA JI TRADERS,08-Feb-2026 11:56 AM,Rejected-Technical,AS PER UPLOAD,20-Feb-2026 09:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5853797,KALAYANI CONSTRUTION,09-Feb-2026 08:12 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5853608,M/S ABHISHEK CONSTRUCTION,09-Feb-2026 08:57 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5846956,M/S ANIL KUMAR BARNWAL THEKEDAR,06-Feb-2026 02:11 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5853361,M/S ANSHUMAN SINGH YADAV CONSTRUCTION,08-Feb-2026 08:04 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5849999,M/S OM PRAKASH,07-Feb-2026 07:53 PM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5854454,M/S SHIV ENTERPRISES,09-Feb-2026 12:11 AM,Rejected-Finance,AS PER UPLOAD,25-Feb-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5850639,M/S UMA SHANKAR YADAV,08-Feb-2026 05:16 PM,Accepted-AOC,AS PER UPLOAD,07-Apr-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
