Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri shashteshwar Nath EE MLCD Prayagraj Sri Shiva ji Verma DA TCD Prayagraj,Gaurav Srivastava,21-Feb-2026 07:03 PM,23-Feb-2026 10:00 AM,techsummary_2061578.pdf (478.52 KB),Technical,technically Qualified,Gaurav Srivastava,21-Feb-2026 06:46 PM,technical_2061578.pdf,21-Apr-2026,"INR 325,000",90.0,Gaurav Srivastava,21-Apr-2026 10:45 AM,boqh.pdf (23.00 KB),L1,1,5867888,M/s SAURABH ENTERPRISES,14-Feb-2026 08:12 AM,Rejected-Finance,L2,21-Apr-2026 10:42 AM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,2026_UPIDM_1109464_10,03/EE/TWCD/2025-26,Drilling of Bore,Sri Gaurav Srivastava EE TCD Prayagraj,Internal,Sri Shashteshwar Nath EE MLCD Prayagraj Sri Shivaji Verma DA TCD Prayagraj,Gaurav Srivastava,21-Apr-2026 10:42 AM,finsummary_2061578.pdf (22.80 KB),Finance,financially qualified,Gaurav Srivastava,23-Feb-2026 10:27 AM,finance_2061578.pdf,BOQ Comparative Chart,1.0,5869403.0,SHIV SHAKTI BOREWELL,INR,"325,000",AOC,"8,100",No,fixed,,Nil,Nil,677.0,Nil,Nil,No,1.0,SBI Bank,09-Feb-2026 11:00 AM,16-Feb-2026 02:00 PM,09-Feb-2026 11:00 AM,14-Feb-2026 05:00 PM,NA ,NA ,09-Feb-2026 11:00 AM,14-Feb-2026 05:00 PM,23-Feb-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,DOC,Drilling of Bore,Drilling of Bore (600x450mm) of state tubewell of 150 mtr depth of 1.5 cusec capacity to provide irrigation facility in District-Bhadohi,Please refer Tender documents. ,NA ,,Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,90.0,90.0,Bhadohi,221401.0,NA ,NA ,NA ,Office EE TCD Prayagraj,No ,No,EE TCD Prayagraj,EE TCD Prayagraj,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Allahabad||Executive Engineer(TCD) Allahabad,03/EE/TWCD/2025-26,2026_UPIDM_1109464_10,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,5869403,SHIV SHAKTI BOREWELL,14-Feb-2026 10:55 AM,Accepted-AOC,L1,21-Apr-2026 10:45 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,5869883,SWAJAL CONSTRUCTION,14-Feb-2026 12:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Feb-2026 06:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
