Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,tech,3-npp sandila me wn3 munna gupta ke makan se manish kumar ke makan hote huye ramkumar ke makan tak cc sadak va nali nirman karya,3-npp sandila me wn3 munna gupta ke makan se manish kumar ke makan hote huye ramkumar ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"7,89,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,sandila,1,DD - Demand Draft,789.0,adhishashi adhikari nagar palika parishad,sandila,No,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1128968_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,23-Mar-2026 11:00 AM,13-Apr-2026 12:00 PM,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,20-Apr-2026 06:00 PM,"67,000",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,AOC,eo and je,Internal,,Shiv Kumar,20-Apr-2026 05:39 PM,20-Apr-2026 06:00 PM,techsummary_2105880.pdf (189.63 KB),Finance,SANJAY TIWARI CONTRACTOR winner,Shiv Kumar,21-Apr-2026 12:41 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,21-Apr-2026 12:45 PM,finsummary_2105880.pdf (152.61 KB),Technical,5 ADMITTED,Shiv Kumar,20-Apr-2026 05:33 PM,,1.0,6033289.0,M/S SANJAY TIWARI CONTRACTOR,INR,"648,163.5",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1128968_1,1342/NP/NV/RVA/2025-26,3-npp sandila me wn3 munna gupta ke makan se manish kumar ke makan hote huye ramkumar ke makan tak cc sadak va nali nirman karya,1.0,6042675.0,MOHAMMED ADIL,12-Apr-2026 06:45 PM,Rejected-AOC,L2,21-Apr-2026 12:47 PM,21-Apr-2026,"INR 648,163.5",60.0,Shiv Kumar,21-Apr-2026 12:47 PM,3.pdf (153.00 KB),AOC
2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6042310.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,12-Apr-2026 03:34 PM,Rejected-AOC,L5,21-Apr-2026 12:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6033289.0,M/S SANJAY TIWARI CONTRACTOR,10-Apr-2026 12:30 PM,Accepted-AOC,L1,21-Apr-2026 12:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6040913.0,M/S SUSHIL KUMAR GUPTA CONTRACTOR,11-Apr-2026 10:51 AM,Rejected-AOC,L3,21-Apr-2026 12:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6042276.0,STAR BUILDERS & SUPPLIERS,12-Apr-2026 03:06 PM,Rejected-AOC,L4,21-Apr-2026 12:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
