EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"4,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical bid document,1.0,SBI Bank,Gramsabha Baruhi Tepri ke majra Tepra me Rambali Arya ke ghar ke paas Mandir ke saamne highmask light sthapna karya-Shivpur_48,Gramsabha Baruhi Tepri ke majra Tepra me Rambali Arya ke ghar ke paas Mandir ke saamne highmask light sthapna karya-Shivpur_48,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",2026_REDUP_1113924_48,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,11-Feb-2026 12:00 PM,20-Feb-2026 12:30 PM,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,NA ,NA ,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",596.0,Nil,Nil,No,AOC,1,5879400,M/s Mangal Enterprises,19-Feb-2026 07:57 PM,Rejected-Finance,High,26-Feb-2026 04:55 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1113924_48,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",Gramsabha Baruhi Tepri ke majra Tepra me Rambali Arya ke ghar ke paas Mandir ke saamne highmask light sthapna karya-Shivpur_48,Finance,Financial bid open,Sujit Kumar Sinha,25-Feb-2026 05:08 PM,finance_2066264.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,26-Feb-2026 04:55 PM,finsummary_2066264.pdf (44.82 KB),1.0,5884157.0,M/s Sandeep Kumar Agarwal,INR,"235,769.32",Technical,Technical bid open,Sujit Kumar Sinha,21-Feb-2026 12:23 PM,technical_2066264.pdf,07-Mar-2026,"INR 235,769.32",180.0,Sujit Kumar Sinha,13-Apr-2026 05:00 PM,Document2.pdf (26.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Feb-2026 02:51 PM,25-Feb-2026 12:00 PM,techsummary_2066264.pdf (425.18 KB),AOC
,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5884157,M/s Sandeep Kumar Agarwal,18-Feb-2026 12:17 AM,Accepted-AOC,AOC,13-Apr-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
