S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,RTGS - RTGS Payment,Directorate of Local Bodies UP||Nagar Palika Parishad Bisauli Badaun,ET680WETWASTEBISAULI,2026_DOLBU_1120165_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"4,752",EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD BISAULI,No,EXECUTIVE OFFICER,Office of the EXECUTIVE OFFICER Nagar Palika Parishad Bisauli 243720,1.0,Fee/PreQual/Technical,.pdf,NIT Signed Copy Tender Document Scurity Deposit and Tender Fee with RTGS NEFT BRN or UTR GSTIN PAN L,"3,37,000",No,fixed,,EXECUTIVE OFFICER,NAGAR PALIKA PARISHAD BISAULI,27-Feb-2026 10:00 AM,21-Mar-2026 04:00 PM,27-Feb-2026 10:00 AM,21-Mar-2026 01:00 PM,NA ,NA ,27-Feb-2026 10:00 AM,21-Mar-2026 01:00 PM,06-Apr-2026 12:00 PM,Civil construction work for a 5-tonne capacity TPD wet waste processing unit,"Under the Swachh Bharat Mission-Urban 2.0, civil construction work for a 5-tonne capacity TPD wet waste processing unit will be carried out in three plots, namely, plots Nos. 730, 729, and 728, located in village Sujanpur, totaling 0.703 hectares.",Please refer Tender documents. ,NA ,"33,71,000",Civil Works,Solid Waste Management ,Tender,90.0,180.0,Office of the Nagar Palika Parishad Bisauli,243720.0,NA ,NA ,NA ,Office of the Nagar Palika Parishad Bisauli,No ,No,AOC,EO,Internal,JE and AC,Gyanendra Yadav,06-Apr-2026 11:11 AM,06-Apr-2026 12:00 PM,techsummary_2083539.pdf (204.52 KB),Finance,03 Bids admitted,Gyanendra Yadav,09-Apr-2026 04:30 PM,,BOQ Comparative Chart,EO,Internal,AC and JE,Gyanendra Yadav,09-Apr-2026 04:36 PM,finsummary_2083539.pdf (204.52 KB),Technical,03 bids Admitted,Gyanendra Yadav,30-Mar-2026 04:12 PM,,1,5985120,M/s Chandrapal Singh,19-Mar-2026 08:39 AM,Accepted-AOC,Lowest bid Rate accepted,14-Apr-2026 11:33 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Bisauli Badaun,2026_DOLBU_1120165_1,ET680WETWASTEBISAULI,Civil construction work for a 5-tonne capacity TPD wet waste processing unit,1.0,5985120.0,M/s Chandrapal Singh,INR,"3,362,872",09-Apr-2026,"INR 3,362,872",180.0,Gyanendra Yadav,14-Apr-2026 11:33 AM,AOC21Chadarpal.pdf (869.00 KB),WO 21 NPPBisauli 2026-27,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity in percentage rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5984882,M/S LAL KARAN THEKEDAR,19-Mar-2026 08:42 AM,Rejected-Finance,Reject,09-Apr-2026 04:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5991848,M/s Praveen Kumar,20-Mar-2026 10:32 AM,Rejected-Finance,Reject,09-Apr-2026 04:36 PM,,,,,,,,,,,,,,,,,AOC
