Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage
09-Apr-2026,"INR 17,171,854.38",240.0,Kishan Singh,09-Apr-2026 04:56 PM,img04092026_0008.pdf (252.00 KB),Quoted amount 14552418.97 GST 18 Percent 2619435.41 Total 17171854.38,1.0,5951406.0,A K ENGINEERING WORKS,INR,"17,171,854.38",Gorakhpur Development Authority,2026_GORDA_1119902_8,41/GDA/2025-26/11022026,Construction of RCC drains and roads in the internal streets of the Siddharth Enclave Scheme. (Hotmix plant work),1,5951406,A K ENGINEERING WORKS,06-Mar-2026 01:00 PM,Accepted-AOC,Qualified,09-Apr-2026 04:56 PM,Finance,Admitted,Kishan Singh,09-Apr-2026 04:24 PM,finance_2083810.pdf,BOQ Comparative Chart,Pushp Raj Singh,Internal,"Santosh Kumar Kushwaha CFAO, Kishan Singh SE",Kishan Singh,17-Mar-2026 06:07 PM,19-Mar-2026 11:00 AM,techsummary_2083810.pdf (176.73 KB),Technical,Admitted,Kishan Singh,17-Mar-2026 06:05 PM,technical_2083810.pdf,Pushp Raj Singh,Internal,"Santosh Kumar Kushwaha CFAO, Kishan Singh SE",Kishan Singh,09-Apr-2026 04:51 PM,finsummary_2083810.pdf (251.76 KB),AOC,Construction of RCC drains and roads in the internal streets of the Siddharth Enclave Scheme. (Hotmix plant work),Please refer Tender documents,Please refer Tender documents. ,NA ,"1,47,15,763",Civil Works,NA ,Tender,90.0,240.0,"Taramandal, Gorakhpur",273001.0,NA ,NA ,NA ,GDA Office,No ,No,Gorakhpur Development Authority,41/GDA/2025-26/11022026,2026_GORDA_1119902_8,Yes,Open Limited,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,26-Feb-2026 02:00 PM,06-Mar-2026 03:30 PM,26-Feb-2026 02:00 PM,06-Mar-2026 02:30 PM,26-Feb-2026 02:00 PM ,06-Mar-2026 12:00 PM ,26-Feb-2026 02:00 PM,06-Mar-2026 02:30 PM,19-Mar-2026 11:00 AM,"2,950",Nil,Nil,No,"7,36,000",No,fixed,,Nil,Nil,Excutive Engineer,"GDA Office, Taramandal, Gorakhpu.",1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5949153,suresh yadav,05-Mar-2026 06:45 PM,Rejected-Finance,High Amount Quoted,09-Apr-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,AOC
