S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Tender Stage
1,6035527,M/S PRAKHAR CONSTRUCTION COMPANY,09-Apr-2026 10:01 AM,Accepted-AOC,lowest bid,09-Apr-2026 05:17 PM,Directorate of Local Bodies UP||Nagar Panchayat Sukrauli Kushinagar,2026_DOLBU_1127835_1,396-2,Ward No.09 Subash Chandra Bose Nagar me Chaudhrain Pokhre ka Saundikaran Karya,1.0,6035527.0,M/S PRAKHAR CONSTRUCTION COMPANY,INR,"3,993,003",09-Apr-2026,"INR 3,993,003",60.0,Sarvesh Kumar Srivastava,09-Apr-2026 05:17 PM,FIN.pdf (269.00 KB),Create the agreement on stamp paper and done the job in 60 days,Sarvesh Kumar Srivastava,Internal,EO NP SUKRAULI JE NP SUKRAULI,Sarvesh Kumar Srivastava,09-Apr-2026 04:50 PM,09-Apr-2026 05:00 PM,techsummary_2103517.pdf (85.42 KB),Finance,Financial Bid Opening summary,Sarvesh Kumar Srivastava,09-Apr-2026 05:09 PM,finance_2103517.pdf,BOQ Comparative Chart,SARVESH KUMAR SRIVASTAVA,Internal,EO NP SUKRAULI JE NP SUKRAULI,Sarvesh Kumar Srivastava,09-Apr-2026 05:13 PM,finsummary_2103517.pdf (86.80 KB),Technical,Tech.Bid opening summary,Sarvesh Kumar Srivastava,09-Apr-2026 04:45 PM,technical_2103517.pdf,AOC,Ward No.09 Subash Chandra Bose Nagar me Chaudhrain Pokhre ka Saundikaran Karya,Ward No.09 Subash Chandra Bose Nagar me Chaudhrain Pokhre ka Saundikaran Karya,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,NA ,Ward No.09 Subash Chandra Bose Naga,274207.0,NA ,NA ,NA ,Nagar Panchayat Sukrauli,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Sukrauli Kushinagar,396-2,2026_DOLBU_1127835_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"80,000",No,fixed,,EO Nagar Panchayat Sukrauli,Nagar Panchayat Sukrauli,"3,000",EO Nagar Panchayat Sukrauli,Nagar Panchayat Sukrauli,No,1.0,Fee/PreQual/Technical,.pdf,NIT,20-Mar-2026 04:00 PM,09-Apr-2026 02:00 PM,20-Mar-2026 04:30 PM,09-Apr-2026 12:00 PM,NA ,NA ,20-Mar-2026 05:00 PM,09-Apr-2026 12:00 PM,09-Apr-2026 05:00 PM,1,DD - Demand Draft,EO NP SUKRAULI,Nagar Panchayat Sukrauli,AOC
2,6035900,M/S Sadhvi singh,08-Apr-2026 08:52 AM,Rejected-Finance,HIGHEST BID,09-Apr-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,2,FDR - Fixed Deposit,,,AOC
3,6035919,SIVI K.R. ENTERPRISES,08-Apr-2026 09:12 AM,Rejected-Finance,HIGHEST BID,09-Apr-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,AOC
