Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124426_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"23,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,EO and JE,SANDILA,1,DD - Demand Draft,277.0,adhishashi adhikari nagar palika parishad,sandila,No,13-Mar-2026 06:11 PM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 06:11 PM,02-Apr-2026 05:00 PM,10-Apr-2026 11:35 PM,"6-npp sandila me wno 5 me vibbhin sthano par nali marammat,cc marammat,nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya","6-npp sandila me wno 5 me vibbhin sthano par nali marammat,cc marammat,nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya",Please refer Tender documents. ,NA ,"2,78,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECH,AOC,eo and je,Internal,,gaurav Shukla,10-Apr-2026 11:30 AM,10-Apr-2026 11:35 AM,techsummary_2095394.pdf (108.89 KB),Finance,STAR BUILDERS WINNER,Shiv Kumar,10-Apr-2026 01:12 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,11-Apr-2026 02:14 PM,finsummary_2095394.pdf (149.78 KB),Technical,3 admitted,Shiv Kumar,09-Apr-2026 02:13 PM,,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124426_1,1298/NP/NV/RVA/2025-26,"6-npp sandila me wno 5 me vibbhin sthano par nali marammat,cc marammat,nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya",1.0,6021733.0,STAR BUILDERS & SUPPLIERS,INR,"210,589.42",1.0,6025732.0,MOHAMMED ADIL,01-Apr-2026 04:11 PM,Rejected-AOC,L3,11-Apr-2026 02:17 PM,11-Apr-2026,"INR 210,589.42",60.0,Shiv Kumar,11-Apr-2026 02:17 PM,6.pdf (150.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6024106.0,M/S SANJAY TIWARI CONTRACTOR,31-Mar-2026 12:39 PM,Rejected-AOC,L2,11-Apr-2026 02:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6021733.0,STAR BUILDERS & SUPPLIERS,02-Apr-2026 03:31 PM,Accepted-AOC,L1,11-Apr-2026 02:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
