Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
22-Apr-2026,"INR 571,595",90.0,Vinod Kumar Kardam,16-Apr-2026 02:40 PM,aoc.pdf (874.00 KB),AWARD OF CONTRACT for Construction of C.C. Road and side Drain from Inder Saini house to Kala Son of Kalu Ram house at Vill Lushiyana District- Muzaffarnagar,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1132011_2,01/EE/SRE/E-TENDER/2026-27,"Under Vidhayak Nidhi Yojna (Shri Kiranpal Kashyap ji, MLC) Construction of C.C. Road and side Drain from Inder Saini house to Kala Son of Kalu Ram house at Vill Lushiyana District- Muzaffarnagar",1.0,6042592.0,NARINDER KUMAR CONSTRUCTIONS,INR,"571,595",1,6042099,Garg Construction,12-Apr-2026 03:14 PM,Rejected-Finance,Being L2,16-Apr-2026 02:37 PM,Technical,Technical Evaluation Summary,Vinod Kumar Kardam,15-Apr-2026 01:57 PM,technical_2117094.pdf,Executive Engineer,Internal,"V. K. Kardam - E. E., M. Chandra - A. A. O.",Vinod Kumar Kardam,16-Apr-2026 02:37 PM,finsummary_2117094.pdf (357.26 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,16-Apr-2026 02:32 PM,finance_2117094.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,15-Apr-2026 01:58 PM,15-Apr-2026 03:00 PM,techsummary_2117094.pdf (357.26 KB),AOC,"Under Vidhayak Nidhi Yojna (Shri Kiranpal Kashyap ji, MLC) Construction of C.C. Road and side Drain from Inder Saini house to Kala Son of Kalu Ram house at Vill Lushiyana District- Muzaffarnagar","Under Vidhayak Nidhi Yojna (Shri Kiranpal Kashyap ji, MLC) Construction of C.C. Road and side Drain from Inder Saini house to Kala Son of Kalu Ram house at Vill Lushiyana District- Muzaffarnagar",Please refer Tender documents. ,NA ,"5,72,168",Civil Works,NA ,Tender,90.0,90.0,District Muzaffarnagar,251001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,"1,062",UPSCIDCO,MUZAFFARNAGAR,No,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"12,000",No,fixed,,UPSCIDCO,MUZAFFARNAGAR,1.0,RTGS - RTGS Payment,07-Apr-2026 01:05 PM,13-Apr-2026 10:00 AM,07-Apr-2026 01:05 PM,13-Apr-2026 09:00 AM,NA ,NA ,07-Apr-2026 01:05 PM,13-Apr-2026 09:00 AM,15-Apr-2026 03:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,01/EE/SRE/E-TENDER/2026-27,2026_SCIDC_1132011_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6042592,NARINDER KUMAR CONSTRUCTIONS,12-Apr-2026 06:06 PM,Accepted-AOC,Being L1,16-Apr-2026 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
