EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"5,98,000",No,fixed,,Nil,Nil,LOT 03 Janpad Rampur ki Tahsil Shahabad ke antargat gram samuh Shahdara Koop evam Guldiya Khurd adi ki Ramganga nadi se baadh suraksha pradan karne hetu baadh surakshatmak karya.,LOT 03 Janpad Rampur ki Tahsil Shahabad ke antargat gram samuh Shahdara Koop evam Guldiya Khurd adi ki Ramganga nadi se baadh suraksha pradan karne hetu baadh surakshatmak karya.,AS PER NIT ,NA ,"2,99,00,000",Civil Works,NA ,Tender,90.0,90.0,RAMPUR,244901.0,NA ,NA ,NA ,MORADABAD,No ,No,09-Mar-2026 06:00 PM,17-Mar-2026 01:00 PM,09-Mar-2026 06:00 PM,17-Mar-2026 12:00 PM,NA ,NA ,09-Mar-2026 06:00 PM,17-Mar-2026 12:00 PM,24-Mar-2026 11:00 AM,"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",04/SEIWC/2025-26,2026_UPIDC_1122949_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,Office of the Superintending Engineer Irrigation Work Circle Tubewell colony Moradabad,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,AOC,Rajeev Mittal,Internal,SE IWC MORADABAD AND SE EGCCC BIJNOR,Rajeev Mittal,20-Mar-2026 06:20 PM,24-Mar-2026 11:00 AM,techsummary_2091796.pdf (468.36 KB),Finance,Summary,Rajeev Mittal,24-Mar-2026 12:23 PM,,BOQ Comparative Chart,Rajeev Mittal,Internal,SE IWC MORADABAD And SE EGCCC BIJNOR,Rajeev Mittal,08-Apr-2026 01:04 PM,finsummary_2091796.pdf (449.78 KB),Technical,Summary,Rajeev Mittal,20-Mar-2026 06:09 PM,,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",2026_UPIDC_1122949_3,04/SEIWC/2025-26,LOT 03 Janpad Rampur ki Tahsil Shahabad ke antargat gram samuh Shahdara Koop evam Guldiya Khurd adi ki Ramganga nadi se baadh suraksha pradan karne hetu baadh surakshatmak karya.,1.0,5980665.0,GOMATINETRA CONSTRUCTIONS,INR,"20,973,910",1,5980665,GOMATINETRA CONSTRUCTIONS,17-Mar-2026 10:23 AM,Accepted-AOC,L1,10-Apr-2026 12:28 PM,10-Apr-2026,"INR 20,973,910",90.0,Rajeev Mittal,10-Apr-2026 12:28 PM,AOCLot3.pdf (450.00 KB),"Agreement No. 09/SE/2025-26 M/s GomtiNetra Construction (Prop. Tarun Kumar) Address-14/15 Vinay Nagar Vizidam Public School Quarsi Ramghat Road, Distt Aligarh",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5979146,GSB DEVELOPERS PRIVATE LIMITED,17-Mar-2026 10:09 AM,Rejected-Finance,L2,08-Apr-2026 01:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5973876,M/S VEERA EXCLUSIVE,15-Mar-2026 10:10 AM,Rejected-Finance,L3,08-Apr-2026 01:04 PM,,,,,,,,AOC
