Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
28-Mar-2026,"INR 6,295,222.5",180.0,NAGENDRA YADAV,02-Apr-2026 12:49 PM,304.pdf (174.00 KB),QUOTED AMOUNT LOWER THEN OTHER BIDER,1.0,5992376.0,Raghvendra And Associates,INR,"6,295,222.5",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1124271_1,304/E-TENDER/UPRNSS/2025-26,CONSTRUCTION OF C.C. ROAD AT DISTRICT JAIL KANNAUJ IN DISTRICT-KANNAUJ (U.P.),1,5992834,M/S SHISHU PRATAP SINGH CONTRACTOR,20-Mar-2026 02:29 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,24-Mar-2026 05:52 PM,Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,24-Mar-2026 05:50 PM,finance_2095086.pdf,BOQ Comparative Chart,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,24-Mar-2026 01:10 PM,24-Mar-2026 03:30 PM,techsummary_2095086.pdf (296.14 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,24-Mar-2026 01:03 PM,technical_2095086.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,24-Mar-2026 05:52 PM,finsummary_2095086.pdf (296.14 KB),AOC,12-Mar-2026 01:00 PM,23-Mar-2026 10:00 AM,12-Mar-2026 01:00 PM,20-Mar-2026 05:00 PM,NA ,NA ,12-Mar-2026 01:00 PM,20-Mar-2026 05:00 PM,24-Mar-2026 03:30 PM,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA","5,900",EE,FARRUKHABAD,No,1,BG - Bank Guarantee,"1,26,500",No,fixed,,EE,FARRUKHABAD,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,304/E-TENDER/UPRNSS/2025-26,2026_UPRNS_1124271_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,CONSTRUCTION OF C.C. ROAD AT DISTRICT JAIL KANNAUJ IN DISTRICT-KANNAUJ (U.P.),CONSTRUCTION OF C.C. ROAD AT DISTRICT JAIL KANNAUJ IN DISTRICT-KANNAUJ (U.P.),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,"DISTRICT JAIL, KANNAUJ",209723.0,NA ,NA ,NA ,AGRA,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,AOC
,,,,,,,,,,,,,,,,2,5992376,Raghvendra And Associates,20-Mar-2026 04:08 PM,Accepted-AOC,QUOTED AMOUNT LOWER THEN OTHER BIDER,02-Apr-2026 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,AOC
,,,,,,,,,,,,,,,,3,5992872,vineet and associates,20-Mar-2026 02:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Mar-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
