Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"4,474",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technica,"6,30,000",No,fixed,,Nil,Nil,SUPERINTENDING ENGINEER,"GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P)",07-Mar-2026 09:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,25-Mar-2026 11:30 AM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",05/SE/2025-26,2026_UPIDC_1122376_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Anti-Erosion Work Between Km 1.250 To Km 1.550, Km 7.050 To Km 7.085, Km 7.185 To Km 7.285, Km 12.200 To Km 12.310 And Km 20.360 To Km 20.500 Of Zardi Domra Bund On Left Bank Of River Rohin In District Maharajganj","Anti-Erosion Work Between Km 1.250 To Km 1.550, Km 7.050 To Km 7.085, Km 7.185 To Km 7.285, Km 12.200 To Km 12.310 And Km 20.360 To Km 20.500 Of Zardi Domra Bund On Left Bank Of River Rohin In District Maharajganj",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Maharajganj,273301.0,GORAKHPUR ,"OFFICE OF SUPERINTENDING ENGINEER, GANDAK IRRIGATION WORKS CIRCLE-2, GORAKHPUR(U.P) ",07-Mar-2026 11:00 AM ,GORAKHPUR,No ,No,1.0,SBI Bank,AOC,1.0,5966882.0,M/S CHHATRA SHAKTI ASSOCIATES,INR,"30,864,677.55",Finance,AS UPLOADED,Jaya Prakash Singh,27-Mar-2026 03:02 PM,,BOQ Comparative Chart,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,27-Mar-2026 06:08 PM,finsummary_2089975.pdf (291.67 KB),1,5969831,GOMATINETRA CONSTRUCTIONS,13-Mar-2026 12:15 PM,Rejected-Technical,AS UPLOADED,23-Mar-2026 11:20 AM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur",2026_UPIDC_1122376_24,05/SE/2025-26,"Anti-Erosion Work Between Km 1.250 To Km 1.550, Km 7.050 To Km 7.085, Km 7.185 To Km 7.285, Km 12.200 To Km 12.310 And Km 20.360 To Km 20.500 Of Zardi Domra Bund On Left Bank Of River Rohin In District Maharajganj",15-Apr-2026,"INR 30,864,677.55",90.0,Jaya Prakash Singh,16-Apr-2026 12:14 PM,19.pdf (208.00 KB),Technical,AS UPLOADED,Jaya Prakash Singh,22-Mar-2026 09:41 PM,,J.P. Singh,Internal,Alok Kumar,Jaya Prakash Singh,23-Mar-2026 11:20 AM,25-Mar-2026 11:30 AM,techsummary_2089975.pdf (1674.77 KB),AOC
,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5966882,M/S CHHATRA SHAKTI ASSOCIATES,13-Mar-2026 11:58 AM,Accepted-AOC,AS UPLOADED,16-Apr-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5966918,M/S MILAN CONSTRUCTIONS,13-Mar-2026 10:30 AM,Rejected-AOC,AS UPLOADED,16-Apr-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
