Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Chowk Mahrajganj,876_NPC_Re_Peyjal,2026_DOLBU_1138011_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/Emd/Tecdoc,17-Apr-2026 09:00 AM,24-Apr-2026 05:05 PM,17-Apr-2026 09:00 AM,24-Apr-2026 05:00 PM,NA ,NA ,17-Apr-2026 09:00 AM,24-Apr-2026 05:00 PM,25-Apr-2026 09:00 AM,Peyjal Vyvstha Hetu Pipe line ka vistar sunil sahani to puran sahani via gali,Peyjal Vyvstha Hetu Pipe line ka vistar sunil sahani to puran sahani via gali,Please refer Tender documents. ,NA ,"20,12,000",Civil Works - Others,NA ,Tender,90.0,90.0,Ward-02,273303.0,NA ,NA ,NA ,NP Chowk Office,No ,No,1.0,FDR - Fixed Deposit,EO NP Chowk,NP Chowk Office,"2,01,200",No,fixed,,EO NP Chowk,Maharajganj,"2,964",EO NP Chowk,Maharajganj,No,AOC,Finance,FE,Om Prakash,25-Apr-2026 03:12 PM,,BOQ Comparative Chart,EO,Internal,Lipik JE,Om Prakash,25-Apr-2026 07:32 AM,25-Apr-2026 09:00 AM,techsummary_2124914.pdf (238.87 KB),Technical,bids open by tender evaluation committee for techincal evaliton process,Om Prakash,24-Apr-2026 07:06 PM,technical_2124914.pdf,EO,Internal,JELIPIK,Om Prakash,30-Apr-2026 04:53 PM,finsummary_2124914.pdf (419.29 KB),30-Apr-2026,"INR 2,010,390.4",90.0,Om Prakash,30-Apr-2026 05:07 PM,2.pdf (634.00 KB),pipe line,1.0,6063187.0,KRISHNA CHANDRA DWIVEDI CONTRACTOR,INR,"2,010,390.4",Directorate of Local Bodies UP||Nagar Panchayat Chowk Mahrajganj,2026_DOLBU_1138011_2,876_NPC_Re_Peyjal,Peyjal Vyvstha Hetu Pipe line ka vistar sunil sahani to puran sahani via gali,1,6063382,INDRAKIRTI SHARAN AGRAWAL,22-Apr-2026 06:00 PM,Rejected-Finance,high,30-Apr-2026 04:53 PM,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6063187,KRISHNA CHANDRA DWIVEDI CONTRACTOR,22-Apr-2026 04:20 PM,Accepted-AOC,lowest,30-Apr-2026 05:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6063296,RAMESH CHANDRA PANDEY,22-Apr-2026 05:08 PM,Rejected-Finance,high,30-Apr-2026 04:53 PM,AOC
