EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"36,92,000",No,fixed,,Nil,Nil,1.0,Corrigendum Works Experience,Other,,27-Feb-2026 09:00 AM,17-Mar-2026 03:00 PM,27-Feb-2026 09:00 AM,17-Mar-2026 01:00 PM,NA ,NA ,27-Feb-2026 09:00 AM,17-Mar-2026 01:00 PM,01-Apr-2026 12:30 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),24/PCL/GM/ZONE-2/BLY/2025-26,2026_UPPRC_1120322_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"CONSTRUCTION OF C.M. MODEL COMPOSITE SCHOOL AT RAJPUR KHURD, TEHSIL-AONLA, DISTRICT-BAREILLY (U.P.)","CONSTRUCTION OF C.M. MODEL COMPOSITE SCHOOL AT RAJPUR KHURD, TEHSIL-AONLA, DISTRICT-BAREILLY (U.P.)",As per BID Document ,NA ,"18,45,86,000",Civil Works,NA ,Tender,90.0,365.0,"RAJPUR KHURD, TEHSIL-AONLA, DISTRICT-BAREILLY",243001.0,NA ,NA ,NA ,Bareilly,No ,No,"17,700",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BID Document,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",1.0,SBI Bank,AOC,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,30-Mar-2026 05:54 PM,01-Apr-2026 12:30 PM,techsummary_2083894.pdf (684.38 KB),Finance,Enclosed,Rajesh Verma,28-Apr-2026 01:33 PM,finance_2083894.pdf,BOQ Comparative Chart,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,28-Apr-2026 01:35 PM,finsummary_2083894.pdf (684.38 KB),Technical,Enclosed,Rajesh Verma,30-Mar-2026 05:50 PM,technical_2083894.pdf,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1120322_1,24/PCL/GM/ZONE-2/BLY/2025-26,"CONSTRUCTION OF C.M. MODEL COMPOSITE SCHOOL AT RAJPUR KHURD, TEHSIL-AONLA, DISTRICT-BAREILLY (U.P.)",1.0,5970096.0,DIXIT CONSTRUCTIONS PRIVATE LIMITED,INR,"183,570,601.48",1,5970096,DIXIT CONSTRUCTIONS PRIVATE LIMITED,16-Mar-2026 07:40 PM,Accepted-AOC,L1 Firm,28-Apr-2026 01:40 PM,28-Apr-2026,"INR 183,570,601.48",365.0,Rajesh Verma,28-Apr-2026 01:40 PM,Aoc.pdf (1135.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5969240,RAM ASRAY GUPTA CONTRACTOR,14-Mar-2026 09:43 PM,Rejected-AOC,L2 Firm,28-Apr-2026 01:40 PM,,,,,,,AOC
