S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Stage
1.0,6069593.0,M/S JAN MOHAMMAD,26-Apr-2026 09:32 AM,Accepted-AOC,lowest,29-Apr-2026 01:43 PM,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1133945_1,120/NPK/15CFC-AVN-SFC,constrction of RCC nala in ward no 11 mohalla jalaluddinpura from house of irshad to matawala talab in nagar panchayat kithaur,1.0,6069593.0,M/S JAN MOHAMMAD,INR,"810,958.23",29-Apr-2026,"INR 810,958.23",30.0,Pooja Singh,29-Apr-2026 01:43 PM,irshadtomatawalatalab.pdf (234.00 KB),awarded,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 04:08 PM,finsummary_2116646.pdf (237.69 KB),Technical,accepted,Pooja Singh,28-Apr-2026 11:50 AM,technical_2116646.pdf,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 01:00 PM,28-Apr-2026 01:05 PM,techsummary_2116646.pdf (58.91 KB),Finance,accepted,Pooja Singh,28-Apr-2026 01:26 PM,finance_2116646.pdf,BOQ Comparative Chart,AOC,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,120/NPK/15CFC-AVN-SFC,2026_DOLBU_1133945_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,958.0,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,1.0,Fee/PreQual/Technical,.pdf,NIT,07-Apr-2026 09:00 AM,27-Apr-2026 04:00 PM,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,NA ,NA ,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,28-Apr-2026 01:05 PM,"81,177",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,constrction of RCC nala in ward no 11 mohalla jalaluddinpura from house of irshad to matawala talab in nagar panchayat kithaur,constrction of RCC nala in ward no 11 mohalla jalaluddinpura from house of irshad to matawala talab in nagar panchayat kithaur,Please refer Tender documents. ,NA ,"8,11,770",Civil Works - Others,NA ,Tender,30.0,30.0,NP KITHAUR,250104.0,NA ,NA ,NA ,NP KITHAUR,No ,No,POOJA SINGH,NP KITHAUR,1,DD - Demand Draft,AOC
2.0,6068701.0,M/S MAYANK JAIN,25-Apr-2026 03:04 PM,Rejected-AOC,highest,29-Apr-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC
3.0,6068235.0,SUNRISE CONSTRUCTION,25-Apr-2026 12:13 PM,Rejected-AOC,lowest 2,29-Apr-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
