Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
09-Apr-2026 11:00 AM,29-Apr-2026 04:00 PM,09-Apr-2026 11:00 AM,28-Apr-2026 03:00 PM,NA ,NA ,09-Apr-2026 11:00 AM,28-Apr-2026 03:00 PM,30-Apr-2026 05:50 PM,"17,200",No,fixed,,BDO HANUMANGANJ,HANUMANGANJ,1,DD - Demand Draft,500.0,BDO HANUMANGANJ,HANUMANGANJ,No,graam sabha nidhariya mein raajesh sinh ke ghar se raamajaanakee utsav vaatika kee taraph see0see0 rod ka nirmaan kaary,graam sabha nidhariya mein raajesh sinh ke ghar se raamajaanakee utsav vaatika kee taraph see0see0 rod ka nirmaan kaary,REFER NIT DOC ,NA ,"8,60,000",Civil Works,NA ,Tender,90.0,90.0,KP HANUMANGANJ,277001.0,NA ,NA ,NA ,BDO OFFICE HANUMANGANJ,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,16 Date 06-04-2026 Lot No - 2,2026_RDUP_1134796_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,DATE EXTEND,Date,,BDO HANUMANGANJ,BDO OFFICE HANUMANGANJ,AOC,30-Apr-2026,"INR 859,226",90.0,SURYA PRAKASH,30-Apr-2026 07:03 PM,HANUCOM.pdf (461.00 KB),AOC,1.0,6073241.0,DIWAN YADAV,27-Apr-2026 07:52 PM,Rejected-AOC,L2,30-Apr-2026 07:03 PM,Finance,Bid Opening Summary,SURYA PRAKASH,30-Apr-2026 05:57 PM,,BOQ Comparative Chart,"SURYA PRAKASH, BDO MITHILESH KUMAR GOND, JE RED VIJAY SHANKAR SINGH, In-charge Assistant Development Officer (Panchayat), VINOD KUMAR, ACCOUNTANT",Internal,,SURYA PRAKASH,30-Apr-2026 05:46 PM,30-Apr-2026 05:50 PM,techsummary_2118501.pdf (461.19 KB),"SURYA PRAKASH, BDO MITHILESH KUMAR GOND, JE RED VIJAY SHANKAR SINGH, In-charge Assistant Development Officer (Panchayat), VINOD KUMAR, ACCOUNTANT",Internal,,SURYA PRAKASH,30-Apr-2026 06:01 PM,finsummary_2118501.pdf (461.19 KB),Technical,Bid Opening Summary,SURYA PRAKASH,30-Apr-2026 05:36 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Hanumanganj,2026_RDUP_1134796_1,16 Date 06-04-2026 Lot No - 2,graam sabha nidhariya mein raajesh sinh ke ghar se raamajaanakee utsav vaatika kee taraph see0see0 rod ka nirmaan kaary,1.0,6073027.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"859,226",AOC
,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,6073027.0,RUDRA CONSTRUCTION & SUPPLIERS,27-Apr-2026 06:19 PM,Accepted-AOC,L1,30-Apr-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,6073057.0,SRI ABHAY NARAYAN YADAV,27-Apr-2026 06:45 PM,Rejected-AOC,L3,30-Apr-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
