S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5799785.0,RENU CHAUHAN,INR,"2,486,000",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE KASGANJ,2026_REDUP_1104571_1,792/red/dt 02-01-2026,"P M Sri Balika Inter College me C C Karya,Nali Nirman Sondriyakaran Karya",1,5799821,deepak gupta,12-Jan-2026 05:42 PM,Rejected-Finance,L-2,20-Apr-2026 05:42 PM,20-Apr-2026,"INR 2,486,000",90.0,Dinesh Singh,20-Apr-2026 02:17 PM,LOAPMsri.pdf (162.00 KB),With GST,Executive Engineer,Internal,"A E RED ,D A O RED",Dinesh Singh,20-Apr-2026 02:08 PM,finsummary_2037807.pdf (179.89 KB),Technical,Technical summary,Dinesh Singh,16-Jan-2026 02:29 PM,,Executive Engineer,Internal,"A E RED ,D A O RED Kasganj",Dinesh Singh,17-Jan-2026 10:48 AM,19-Jan-2026 12:42 PM,techsummary_2037807.pdf (136.50 KB),Finance,Financial summary,Dinesh Singh,22-Jan-2026 01:20 PM,finance_2037807.pdf,BOQ Comparative Chart,AOC,"42,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE KASGANJ,792/red/dt 02-01-2026,2026_REDUP_1104571_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"P M Sri Balika Inter College me C C Karya,Nali Nirman Sondriyakaran Karya","P M Sri Balika Inter College me C C Karya,Nali Nirman Sondriyakaran Karya",Please refer Tender documents. ,NA ,"21,07,000",Civil Works,NA ,Tender,90.0,90.0,Kasganj,207123.0,NA ,NA ,NA ,Vikas Bhawan Room No 20,No ,No,1.0,SBI Bank,Executive Engineer,Executive Engineer Rural Engineering Department Division Kasganj,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,09-Jan-2026 10:00 AM,16-Jan-2026 12:30 PM,09-Jan-2026 10:00 AM,16-Jan-2026 12:00 PM,NA ,NA ,09-Jan-2026 10:00 AM,16-Jan-2026 12:00 PM,19-Jan-2026 12:00 PM,AOC
,,,,,,,,,2,5799785,RENU CHAUHAN,12-Jan-2026 05:42 PM,Accepted-AOC,L-1,20-Apr-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,AOC
