S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1.0,5930427.0,M/S MAA PITAMBARA CONSTRUCTION,INR,"1,437,970.14",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1118324_1,1772/RED DEORIA/E-TENDER/2025-26. DATED 17.01.2026,VIKAS KHAND BARHAJ KE GRAM PARSIYA TIWARI ME PITCH SADAK SE LATE JAI PRAKASH MISHRA KE GHAR TAK V DINESHWAR KE GHAR TAK CC ROAD KA NIRMAN KARYA,1,5930427,M/S MAA PITAMBARA CONSTRUCTION,25-Feb-2026 07:07 PM,Accepted-AOC,Lowest Rate,22-Apr-2026 04:20 PM,22-Apr-2026,"INR 1,437,970.14",120.0,Surya Prakash,22-Apr-2026 04:20 PM,356.pdf (1317.00 KB),Er. Surya Prakash,Internal,,Surya Prakash,22-Apr-2026 04:18 PM,finsummary_2078553.pdf (1317.35 KB),Technical,Er. D.K. Kesharwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,11-Mar-2026 04:02 PM,,Er. Surya Prakash,Internal,,Surya Prakash,19-Mar-2026 03:26 PM,20-Mar-2026 10:00 AM,techsummary_2078553.pdf (1278.66 KB),Finance,Financial Bid Open,Surya Prakash,23-Mar-2026 03:34 PM,,BOQ Comparative Chart,AOC,VIKAS KHAND BARHAJ KE GRAM PARSIYA TIWARI ME PITCH SADAK SE LATE JAI PRAKASH MISHRA KE GHAR TAK V DINESHWAR KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND BARHAJ KE GRAM PARSIYA TIWARI ME PITCH SADAK SE LATE JAI PRAKASH MISHRA KE GHAR TAK V DINESHWAR KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"16,98,540",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1772/RED DEORIA/E-TENDER/2025-26. DATED 17.01.2026,2026_REDUP_1118324_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,20-Feb-2026 10:00 AM,27-Feb-2026 02:30 PM,20-Feb-2026 10:00 AM,26-Feb-2026 12:00 PM,NA ,NA ,20-Feb-2026 10:00 AM,26-Feb-2026 12:00 PM,20-Mar-2026 10:00 AM,"34,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",AOC
,,,,,,,,,2,5930293,M/S MAA SAVITRI CONSTRUCTIONS,25-Feb-2026 06:28 PM,Rejected-Finance,Highest Rate,22-Apr-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
