Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Evaluation Letter,DILIP KUMAR,16-Feb-2026 01:46 PM,finance_2051218.pdf,BOQ Comparative Chart,1,5839960,M/S APRAMEYA CONSTRUCTION,03-Feb-2026 10:54 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 471104.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,29-Apr-2026 01:25 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1110649_9,140/E-Tender/2025-26 dt. 22.01.2026,Upper Dalibag colony me vibihinn blocko ke shatigrast chajjo ki marramat ka karya.,1.0,5839960.0,M/S APRAMEYA CONSTRUCTION,INR,"471,104",29-Apr-2026,"INR 471,104",30.0,DILIP KUMAR,29-Apr-2026 01:25 PM,413.pdf (584.00 KB),AOC for Acceptance No 413 date 26.02.2026,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,29-Apr-2026 01:18 PM,techsummary_2051218.pdf (2520.99 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,29-Apr-2026 01:21 PM,finsummary_2051218.pdf (2520.99 KB),AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,Upper Dalibag colony me vibihinn blocko ke shatigrast chajjo ki marramat ka karya.,Upper Dalibag colony me vibihinn blocko ke shatigrast chajjo ki marramat ka karya.,Please refer Tender documents. ,NA ,"4,80,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,31-Jan-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,"48,000",No,fixed,,Nil,Nil,770.0,Nil,Nil,No,30-Jan-2026 09:00 AM,04-Feb-2026 12:30 PM,30-Jan-2026 09:00 AM,04-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 09:00 AM,04-Feb-2026 12:00 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,140/E-Tender/2025-26 dt. 22.01.2026,2026_PWDBL_1110649_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,5839924,M/S BHAN SINGH,03-Feb-2026 10:39 AM,Rejected-Finance,Financial bid Rejected due to L2,29-Apr-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
