Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Summary,VIRENDRA KUMAR PATHAK,23-Jan-2026 11:55 AM,,09-Feb-2026,"INR 417,539.82",120.0,Jay Bahadur Singh,09-Feb-2026 06:11 PM,14.pdf (158.00 KB),Bond,EE RED GONDA,Internal,Sri Jai Bahadur Singh EE Sri Virendra Kumar Pathak AE Sri L. K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,23-Jan-2026 01:50 PM,23-Jan-2026 02:00 PM,techsummary_2038219.pdf (476.68 KB),1,5797251,M/S SEEMA SINGH,10-Jan-2026 04:27 PM,Accepted-AOC,L1,09-Feb-2026 06:12 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1104689_14,948/RED/ENIV/NIR/25-26 Dt 30-12-2025,Gram Panchayat Ranipur ke samda mafi me Damar Road se Pramod ke ghar marg par Interlocking ka Nirman Karya,Finance,Summary,Jay Bahadur Singh,09-Feb-2026 06:03 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er J B Singh EE Er Virendra Kumar Pathak AE Sri L.K. Chakaravarti DAO,Jay Bahadur Singh,09-Feb-2026 06:06 PM,finsummary_2038219.pdf (158.39 KB),1.0,5797251.0,M/S SEEMA SINGH,INR,"417,539.82",AOC,Gram Panchayat Ranipur ke samda mafi me Damar Road se Pramod ke ghar marg par Interlocking ka Nirman Karya,Gram Panchayat Ranipur ke samda mafi me Damar Road se Pramod ke ghar marg par Interlocking ka Nirman Karya,Gram Panchayat Ranipur ke samda mafi me Damar Road se Pramod ke ghar marg par Interlocking ka Nirman Karya ,NA ,"4,18,167",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,950.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,948/RED/ENIV/NIR/25-26 Dt 30-12-2025,2026_REDUP_1104689_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT and T1,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,"8,363",Yes,percentage,2.0%,Nil,Nil,08-Jan-2026 06:00 PM,14-Jan-2026 12:30 PM,08-Jan-2026 06:00 PM,14-Jan-2026 12:00 PM,NA ,NA ,08-Jan-2026 06:00 PM,14-Jan-2026 12:00 PM,23-Jan-2026 02:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,5797643,Vishnu Pratap Singh,10-Jan-2026 06:50 PM,Rejected-Finance,L2,09-Feb-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,AOC
