Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
27-Feb-2026,"INR 65,359,244.7",540.0,Sanjeev Saxena,28-Feb-2026 04:00 PM,PADUALOA.pdf (729.00 KB),L1,1,5818018,M/s Archana Construction,28-Jan-2026 04:06 PM,Accepted-AOC,L1,28-Feb-2026 04:00 PM,1.0,5818018.0,M/s Archana Construction,INR,"65,359,244.7",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1106443_1,"4478/PAN/ET/25-26, DT. 14-01-2026",CONSTRUCTION OF RESIDENTAIL BUILDING (TYPE A-03 AND TYPE B-23) FOR POLICE STATION PADUA DISTT KHERI U.P.,Technical,All bidder admitted,Sanjeev Saxena,02-Feb-2026 05:58 PM,,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI MANOJ KUMAR JOSHI,Sanjeev Saxena,05-Feb-2026 06:24 PM,finsummary_2041417.pdf (581.83 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,05-Feb-2026 06:21 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI MANOJ KUMAR JOSHI,Sanjeev Saxena,02-Feb-2026 06:02 PM,03-Feb-2026 03:00 PM,techsummary_2041417.pdf (598.87 KB),AOC,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"4478/PAN/ET/25-26, DT. 14-01-2026",2026_UPPAN_1106443_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"8,850",Nil,Nil,No,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,15-Jan-2026 09:00 AM,30-Jan-2026 11:30 AM,15-Jan-2026 09:00 AM,29-Jan-2026 05:00 PM,NA ,NA ,15-Jan-2026 09:00 AM,29-Jan-2026 05:00 PM,03-Feb-2026 03:00 AM,CONSTRUCTION OF RESIDENTAIL BUILDING (TYPE A-03 AND TYPE B-23) FOR POLICE STATION PADUA DISTT KHERI U.P.,CONSTRUCTION OF RESIDENTAIL BUILDING (TYPE A-03 AND TYPE B-23) FOR POLICE STATION PADUA DISTT KHERI U.P.,Please refer Tender documents. ,NA ,"6,68,09,000",Civil Works,NA ,Tender,90.0,540.0,POLICE STATION PADUA DISTT KHERI U.P.,262902.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,"13,36,000",No,fixed,,Nil,Nil,AOC
,,,,,,,2,5830636,M/S HCV PROJECTS INDIA (P) LTD,29-Jan-2026 11:25 AM,Rejected-Finance,65539629.000,05-Feb-2026 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5827602,SYMBIOSIS WATER TECH INDIA,29-Jan-2026 02:14 PM,Rejected-Finance,L3,05-Feb-2026 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
