EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"14,900",No,fixed,,EE UPSCIDCO,BAREILLY,Construction of C.C. Road and Drain work at Vill. Khempur in Midhai Lal House to Shahid House (Vidhayak Nidhi),Construction of C.C. Road and Drain work at Vill. Khempur in Midhai Lal House to Shahid House (Vidhayak Nidhi),Construction of C.C. Road and Drain work at Vill. Khempur in Midhai Lal House to Shahid House (Vidhayak Nidhi) ,NA ,"7,41,089",Civil Works - Roads,Const. of C.C. Road and Drain work at Khempur ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"1,062",EE UPSCIDCO,BAREILLY,No,11-Feb-2026 06:55 PM,18-Feb-2026 02:00 PM,11-Feb-2026 06:55 PM,18-Feb-2026 01:00 PM,NA ,NA ,11-Feb-2026 06:55 PM,18-Feb-2026 01:00 PM,19-Feb-2026 04:00 PM,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,1121-2/E.E. BLY/E-Tender/BLY/2025-26 Dt. 11.02.2026,2026_SCIDC_1114991_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,Technical Bid Opening Summary,Charan Singh Arya,19-Feb-2026 03:35 PM,technical_2068437.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,20-Feb-2026 02:07 PM,finsummary_2068437.pdf (751.74 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,20-Feb-2026 01:59 PM,finance_2068437.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,19-Feb-2026 03:57 PM,19-Feb-2026 04:00 PM,techsummary_2068437.pdf (272.52 KB),20-Feb-2026,"INR 740,792.56",60.0,Charan Singh Arya,20-Feb-2026 05:39 PM,LOI2.pdf (784.00 KB),Total Contract Value Rs. 740792.56,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1114991_1,1121-2/E.E. BLY/E-Tender/BLY/2025-26 Dt. 11.02.2026,Construction of C.C. Road and Drain work at Vill. Khempur in Midhai Lal House to Shahid House (Vidhayak Nidhi),1.0,5880940.0,Syed Construction,INR,"740,792.56",1,5891744,m i construction,18-Feb-2026 12:10 PM,Rejected-AOC,IInd Lowest Rate,20-Feb-2026 05:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5880940,Syed Construction,18-Feb-2026 07:24 AM,Accepted-AOC,Ist Lowest Rate,20-Feb-2026 05:39 PM,AOC
