Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,997/40/NPPKHT/2025-26 DATE-16/01/2026,2026_DOLBU_1106747_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,"3,987",EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No,nagar palika parishad khkatauli me kisan agro industres se arihant sweets ganeshpuri tak 6 inch new DI payjal pipe line bichane ka kary,nagar palika parishad khkatauli me kisan agro industres se arihant sweets ganeshpuri tak 6 inch new DI payjal pipe line bichane ka kary,Please refer Tender documents. ,NA ,"22,52,377",Water Supply,NA ,Tender,90.0,60.0,WORK,251201.0,NA ,NA ,NA ,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No ,No,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,"2,25,238",No,percentage,10.0%,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,16-Jan-2026 04:00 PM,05-Feb-2026 02:00 PM,16-Jan-2026 04:00 PM,05-Feb-2026 12:00 PM,NA ,NA ,16-Jan-2026 04:00 PM,05-Feb-2026 12:00 PM,09-Feb-2026 03:00 PM,AOC,CHAIRMAN EO JE,Internal,,Rajeev Kumar,16-Feb-2026 01:53 PM,finsummary_2041990.pdf (4376.44 KB),Technical,ATTANDANCE,Rajeev Kumar,06-Feb-2026 05:12 PM,technical_2041990.pdf,CHAIRMAN EO JE,Internal,CHAIRMAN EO JE,Rajeev Kumar,09-Feb-2026 01:42 PM,09-Feb-2026 03:00 PM,techsummary_2041990.pdf (4644.23 KB),Finance,finanace,Rajeev Kumar,13-Feb-2026 05:39 PM,,BOQ Comparative Chart,1.0,5836454.0,ASHWANI KUMAR CONTRACTOR,INR,"2,250,125",Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,2026_DOLBU_1106747_1,997/40/NPPKHT/2025-26 DATE-16/01/2026,nagar palika parishad khkatauli me kisan agro industres se arihant sweets ganeshpuri tak 6 inch new DI payjal pipe line bichane ka kary,1,5836454,ASHWANI KUMAR CONTRACTOR,01-Feb-2026 06:56 PM,Accepted-AOC,below,20-Feb-2026 11:26 AM,16-Feb-2026,"INR 2,250,125",60.0,Rajeev Kumar,20-Feb-2026 11:26 AM,work40.pdf (302.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,2.0,Finance,.xls,Finance,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5839201,MOHD.ANIS KHAN CONTRACTOR,02-Feb-2026 09:39 PM,Rejected-AOC,atpar,20-Feb-2026 11:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5835767,T H CONSTRUCTION CO,01-Feb-2026 02:15 PM,Rejected-AOC,above,20-Feb-2026 11:26 AM,,,,,,,AOC
