Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
25-Feb-2026,"INR 799,516",90.0,JALAJ KUMAR SHARMA,26-Feb-2026 05:38 PM,DOSBWSAL.pdf (354.00 KB),"Rupees 9,43,429.00 including GST",1,5862936,M/S BINDAL INFRATECH,11-Feb-2026 11:12 AM,Rejected-AOC,Second Lowest,26-Feb-2026 11:12 AM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida||Unit-36 Noida,2026_UPPRC_1111691_1,14/PCL/PM-36/Noida/2025-26 Dt 02.02.2026,Construction work of Balance Boundary Wall at Govt. High School Salempur Gurjar District Gautambudha Nagar,1.0,5849940.0,MUNESH DAGAR CONSTRUCTION,INR,"799,516",Finance,Technically Qualified bidders bids opened. Out of them M/s MUNESH DAGAR CONSTRUCTION Bid is First Lowest of amount Rupees 799516.602,JALAJ KUMAR SHARMA,25-Feb-2026 05:27 PM,finance_2054631.pdf,BOQ Comparative Chart,"Project Manager, Unit-36 Noida",Internal,"Project Manager, Unit-26 Saharanpur Accountant Unit 36 Noida",JALAJ KUMAR SHARMA,16-Feb-2026 05:59 PM,17-Feb-2026 12:00 PM,techsummary_2054631.pdf (387.53 KB),Technical,Two Bids are received. All are found Technically qualified,JALAJ KUMAR SHARMA,16-Feb-2026 05:57 PM,technical_2054631.pdf,"Project Manager, Unit-36 Noida",Internal,"Project Manager, Unit-26 Saharanpur Accountant Unit 36 Noida",JALAJ KUMAR SHARMA,25-Feb-2026 05:29 PM,finsummary_2054631.pdf (387.53 KB),AOC,02-Feb-2026 11:12 AM,12-Feb-2026 03:00 PM,02-Feb-2026 06:30 PM,12-Feb-2026 02:00 PM,NA ,NA ,02-Feb-2026 06:30 PM,12-Feb-2026 02:00 PM,17-Feb-2026 12:00 PM,"20,000",No,fixed,,Nil,Nil,Construction work of Balance Boundary Wall at Govt. High School Salempur Gurjar District Gautambudha Nagar,Construction work of Balance Boundary Wall at Govt. High School Salempur Gurjar District Gautambudha Nagar,Please refer Tender documents. ,NA ,"9,54,000",Civil Works,NA ,Tender,90.0,90.0,Govt High School Salempur Gurjar District Gautambu,203202.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,"Project Manager, UP Projects Corporation Ltd","K-2, Sector-116, Noida Gautambudha Nagar",1,Fee/PreQual/Technical,.pdf,Technical Bid,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida||Unit-36 Noida,14/PCL/PM-36/Noida/2025-26 Dt 02.02.2026,2026_UPPRC_1111691_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,540",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,2,5849940,MUNESH DAGAR CONSTRUCTION,09-Feb-2026 01:24 PM,Accepted-AOC,Lowest One,26-Feb-2026 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,AOC
