Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Summary,VIRENDRA KUMAR PATHAK,23-Jan-2026 11:56 AM,,28-Feb-2026,"INR 563,808.95",120.0,Jay Bahadur Singh,28-Feb-2026 05:08 PM,15Kathuva.pdf (322.00 KB),Bond,EE RED GONDA,Internal,Sri Jai Bahadur Singh EE Sri Virendra Kumar Pathak AE Sri L. K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,23-Jan-2026 01:49 PM,23-Jan-2026 02:00 PM,techsummary_2038222.pdf (464.89 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1104689_15,948/RED/ENIV/NIR/25-26 Dt 30-12-2025,Gram Panchayat Kathua me Chook sadak se Jai Prakash ke ghar marg par rabarmold Interlocking ka Nirman Karya,1,5797315,M/S AMAR NATH PANDEY CONTRECTOR,13-Jan-2026 05:13 PM,Accepted-AOC,L1,28-Feb-2026 05:08 PM,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,Jay Bahadur Singh,28-Feb-2026 05:05 PM,finsummary_2038222.pdf (321.81 KB),Finance,Summary,Jay Bahadur Singh,28-Feb-2026 03:39 PM,,BOQ Comparative Chart,1.0,5797315.0,M/S AMAR NATH PANDEY CONTRECTOR,INR,"563,808.95",AOC,950.0,Nil,Nil,No,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,"11,282",Yes,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,948/RED/ENIV/NIR/25-26 Dt 30-12-2025,2026_REDUP_1104689_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT and T1,08-Jan-2026 06:00 PM,14-Jan-2026 12:30 PM,08-Jan-2026 06:00 PM,14-Jan-2026 12:00 PM,NA ,NA ,08-Jan-2026 06:00 PM,14-Jan-2026 12:00 PM,23-Jan-2026 02:00 PM,1.0,SBI Bank,Gram Panchayat Kathua me Chook sadak se Jai Prakash ke ghar marg par rabarmold Interlocking ka Nirman Karya,Gram Panchayat Kathua me Chook sadak se Jai Prakash ke ghar marg par rabarmold Interlocking ka Nirman Karya,Gram Panchayat Kathua me Chook sadak se Jai Prakash ke ghar marg par rabarmold Interlocking ka Nirman Karya ,NA ,"5,64,091",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5797581,OM CEMENT ENT UDYOG,14-Jan-2026 10:53 AM,Rejected-Finance,L2,28-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
