Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",2026_REDUP_1104830_20,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,10-Jan-2026 12:00 PM,21-Jan-2026 12:30 PM,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,NA ,NA ,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,24-Jan-2026 12:00 PM,788.0,Nil,Nil,No,"17,900",No,fixed,,Nil,Nil,1.0,SBI Bank,Gramsabha Sarrakala Gaon me Dr. Ambedkar Ji ki smiriti duwar_20,Gramsabha Sarrakala Gaon me Dr. Ambedkar Ji ki smiriti duwar_20,Please refer Tender documents. ,NA ,"8,91,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1104830_20,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",Gramsabha Sarrakala Gaon me Dr. Ambedkar Ji ki smiriti duwar_20,1,5811354,M/s Vaishnavi Construction,20-Jan-2026 04:08 PM,Rejected-Finance,High,24-Jan-2026 05:20 PM,Finance,Financial bid open,Sujit Kumar Sinha,24-Jan-2026 03:48 PM,finance_2038426.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Jan-2026 05:20 PM,finsummary_2038426.pdf (45.44 KB),1.0,5813792.0,Wallfort International Service Private Ltd,INR,"1,050,518.02",Technical,Technical bid open,Sujit Kumar Sinha,21-Jan-2026 03:09 PM,technical_2038426.pdf,28-Jan-2026,"INR 1,050,518.02",180.0,Sujit Kumar Sinha,06-Feb-2026 04:29 PM,20.pdf (45.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,23-Jan-2026 03:37 PM,24-Jan-2026 12:00 PM,techsummary_2038426.pdf (388.03 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC,,,,,2,5813792,Wallfort International Service Private Ltd,20-Jan-2026 04:59 PM,Accepted-AOC,AOC,06-Feb-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
