Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2026_SCIDC_1113494_1,044/E.E./BJR/NIDHI/2025-26 Dt. 07-02-2026,"Construction of steel passenger shed near the tower at village Banawali intersection, BLOCK-DHAMPUR, DISTRICT- BIJNOR. (NIDHI WORK)",1.0,5860584.0,CHANDER ENTERPRISES,INR,"713,338.55",1.0,5860584.0,CHANDER ENTERPRISES,13-Feb-2026 09:44 AM,Accepted-AOC,AMOUNT IS LOWEST,23-Feb-2026 06:36 PM,16-Feb-2026,"INR 713,338.55",60.0,Avdhesh kumar Verma,23-Feb-2026 06:36 PM,044NIT059WOBJR.pdf (490.00 KB),LOI OF WORK,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,13-Feb-2026 03:20 PM,13-Feb-2026 03:25 PM,techsummary_2061453.pdf (480.52 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,13-Feb-2026 04:34 PM,finance_2061453.pdf,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,13-Feb-2026 04:41 PM,finsummary_2061453.pdf (338.74 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,13-Feb-2026 03:12 PM,,AOC,1,Fee,.pdf,TENDER FEE AND EMD,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,044/E.E./BJR/NIDHI/2025-26 Dt. 07-02-2026,2026_SCIDC_1113494_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"Construction of steel passenger shed near the tower at village Banawali intersection, BLOCK-DHAMPUR, DISTRICT- BIJNOR. (NIDHI WORK)","Construction of steel passenger shed near the tower at village Banawali intersection, BLOCK-DHAMPUR, DISTRICT- BIJNOR. (NIDHI WORK)",Please refer Tender documents. ,NA ,"7,13,624",Civil Works - Others,NA ,Tender,60.0,60.0,DHAMPUR,246761.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,07-Feb-2026 06:55 PM,13-Feb-2026 11:00 AM,07-Feb-2026 06:55 PM,13-Feb-2026 10:30 AM,NA ,NA ,07-Feb-2026 06:55 PM,13-Feb-2026 10:30 AM,13-Feb-2026 11:16 AM,"E.E., UPSCIDCO, BIJNOR","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD","1,062",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,"15,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,AOC
,,,,,,,,,2.0,5863648.0,VINAYAK CONSTRUCTION,11-Feb-2026 11:06 PM,Rejected-Finance,AMOUNT IS HIGH,13-Feb-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,PreQual/Technical,.pdf,TENDER NOTICE,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
