Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
21-Feb-2026,"INR 3,563,738",180.0,Manoj Sharma,21-Feb-2026 12:41 PM,RP.pdf (1362.00 KB),1,5797272,ATHARVA CONSTRUCTION AND MULTIPURPOSE SERVICES,14-Jan-2026 05:06 PM,Rejected-AOC,Second Lowest,21-Feb-2026 12:41 PM,1.0,5804204.0,RANJANA PANDEY,INR,"3,563,738",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,2026_UPPRC_1103868_1,08/2025-26/PCL/UNIT-11/Ayodhya,"PROPOSED MULTIPURPOSE HALL, IN RAJKIYA INTER COLLEGE AKBARPUR ,AT DISTT AMBEDKAR NAGAR",Technical,Part One ok,Manoj Sharma,22-Jan-2026 10:37 AM,,Project Manager,Internal,,Manoj Sharma,21-Feb-2026 12:33 PM,finsummary_2036101.pdf (1361.96 KB),Finance,Part Second Ok,Manoj Sharma,21-Feb-2026 12:27 PM,,BOQ Comparative Chart,Project Manager,Internal,,Manoj Sharma,22-Jan-2026 10:58 AM,23-Jan-2026 04:00 PM,techsummary_2036101.pdf (1359.38 KB),AOC,"72,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT and BID,Project Manager Unit 11,"05/17/17 ACHARYA NARENDRA DEV NAGAR, DEOKALI ROAD AYODHYA 224001",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad||Unit-11 Faizabad,08/2025-26/PCL/UNIT-11/Ayodhya,2026_UPPRC_1103868_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,07-May-2026 11:12 AM,15-Jan-2026 04:00 PM,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,NA ,NA ,07-Jan-2026 09:00 AM,15-Jan-2026 02:00 PM,23-Jan-2026 04:00 PM,"5,900",Nil,Nil,No,1.0,SBI Bank,"PROPOSED MULTIPURPOSE HALL, IN RAJKIYA INTER COLLEGE AKBARPUR ,AT DISTT AMBEDKAR NAGAR","PROPOSED MULTIPURPOSE HALL, IN RAJKIYA INTER COLLEGE AKBARPUR ,AT DISTT AMBEDKAR NAGAR",Please refer Tender documents. ,NA ,"36,07,000",Civil Works,NA ,Tender,30.0,180.0,Ambedkarnagar,223221.0,NA ,NA ,NA ,Ayodhya,No ,No,AOC
,,,,,,2,5804180,MS Mishra Construction,14-Jan-2026 11:15 PM,Rejected-AOC,Fourth Lowest,21-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,5804241,M/s R.K.Constructions,14-Jan-2026 04:52 PM,Rejected-AOC,Third Lowest,21-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,5804204,RANJANA PANDEY,14-Jan-2026 11:08 PM,Accepted-AOC,First Lowest,21-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
