Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,"INTERLOCKING ROAD FROM PATHVARI MANDIR TO DEVI MANDIR, VILLAGE- NEEM GAAO, BLOCK- MANT, MATHURA","INTERLOCKING ROAD FROM PATHVARI MANDIR TO DEVI MANDIR, VILLAGE- NEEM GAAO, BLOCK- MANT, MATHURA",Please refer Tender documents. ,NA ,"9,65,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,"1,062",UPSCIDCO,MATHURA,No,1.0,RTGS - RTGS Payment,03-Feb-2026 01:00 PM,09-Feb-2026 01:00 PM,03-Feb-2026 01:00 PM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 01:00 PM,09-Feb-2026 12:00 PM,13-Feb-2026 04:00 PM,Executive engineer,"Ex. En. Office, H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,38/MLC/Mathura/25-26,2026_SCIDC_1111804_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"19,000",No,fixed,,UPSCIDCO,MATHURA,AOC,Executive Engineer,Internal,,Pramod Kumar,13-Feb-2026 03:55 PM,13-Feb-2026 04:00 PM,techsummary_2055436.pdf (428.94 KB),Finance,Rate of M/s Jagvir Construction and Supplier is accepted.,Sanjai Gangwar,17-Feb-2026 03:29 PM,finance_2055436.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Pramod Kumar,17-Feb-2026 03:53 PM,finsummary_2055436.pdf (919.46 KB),Technical,All bids are ok,Sanjai Gangwar,13-Feb-2026 03:40 PM,technical_2055436.pdf,1,5854047,Jagvir Construction and Supplier,09-Feb-2026 11:17 AM,Accepted-AOC,accepted,17-Feb-2026 04:15 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2026_SCIDC_1111804_1,38/MLC/Mathura/25-26,"INTERLOCKING ROAD FROM PATHVARI MANDIR TO DEVI MANDIR, VILLAGE- NEEM GAAO, BLOCK- MANT, MATHURA",1.0,5854047.0,Jagvir Construction and Supplier,INR,"965,176.57",17-Feb-2026,"INR 965,176.57",180.0,Pramod Kumar,17-Feb-2026 04:14 PM,fr38.pdf (919.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5855557,Poonam contractor and traders,09-Feb-2026 11:35 AM,Rejected-AOC,rejected,17-Feb-2026 04:15 PM,,,,,,,,,,,,,,,,AOC
